oprobit
wtstate
black,.04291662
hispan,.03134806
hsless,-.00554855
college,-.05414915
male,.02374794
lage65l,.00585783
lage6574,-.01039497
lage75p,-.01419791
lhearte,-.00402274
lstroke,-.11700951
lcancre,.00559297
lhibpe,.12582843
ldiabe,-.01514447
llunge,.05448869
liadl1,-.00235759
ladl12,.02206823
ladl3,-.00255891
lsmoken,-.23515381
lwidowed,-.04686734
lobese,3.4659074
loverwt,1.7288197
fhearte,-.03779246
fstroke,.02316283
fcancre,-.01888681
fhibpe,-.04906098
fdiabe,.02286706
flunge,-.06807428
fsmokev,.02534404
fsmoken,.09573496
fiadl1,-.06591543
fadl12,.01944146
fadl3,.10626205
fwidowed,.06327772
fsingle,-.01177598
fwork,.00840287
flogiearnx,.28307234
fwlth_nonzero,.01876353
floghatotax,-.13527076
flogaime,-.01414751
flogq,.12227703
fshlt,-.02968315
fanydb,.03840388
frdb_na_2,-.00203633
frdb_na_3,-.00262955
frdb_na_4,-.00758947
fanydc,.01351045
flogdcwlthx,-.39854958
fobese,1.3997559
foverwt,.71404025
logdeltaage,-.05998825
frbyr,.01289623
lwork,.0430673
llogiearnx,-1.3121733
lwlth_nonzero,.08369052
lloghatotax,-.7394087
ldiclaim,-.01511692
lssiclaim,-.08536637
lssclaim,-.04106524
ldbclaim,-.04900236
lnhmliv,.02624316
/cut1,26.497053
/cut2,29.007373
/cut3,equation cut3 not found
