|Source: Census projections from 2012_Pop_Projection/NP2012_D4.csv for ages over 25
year	age	male	hispan
2019	63	1	1	74
2019	64	1	1	94
2019	65	1	1	72
2019	66	1	1	53
2019	67	1	1	45
2019	68	1	1	32
2019	69	1	1	8
2019	70	1	1	4
2019	71	1	1	43
2019	72	1	1	64
2019	73	1	1	70
2019	74	1	1	63
2019	75	1	1	39
2019	76	1	1	40
2019	77	1	1	50
2019	78	1	1	39
2019	79	1	1	31
2019	80	1	1	22
2019	81	1	1	14
2019	82	1	1	-8
2019	83	1	1	-12
2019	84	1	1	-16
2019	85	1	1	-469
2020	25	0	0	12215
2020	26	0	0	12294
2020	27	0	0	11980
2020	28	0	0	11290
2020	29	0	0	10365
2020	30	0	0	9284
2020	31	0	0	8240
2020	32	0	0	7297
2020	33	0	0	6469
2020	34	0	0	5817
2020	35	0	0	5281
2020	36	0	0	4904
2020	37	0	0	4617
2020	38	0	0	4346
2020	39	0	0	4072
2020	40	0	0	3706
2020	41	0	0	3301
2020	42	0	0	2897
2020	43	0	0	2523
2020	44	0	0	2207
2020	45	0	0	1926
2020	46	0	0	1722
2020	47	0	0	1537
2020	48	0	0	1340
2020	49	0	0	1217
2020	50	0	0	1189
2020	51	0	0	1243
2020	52	0	0	1239
2020	53	0	0	1143
2020	54	0	0	1017
2020	55	0	0	950
2020	56	0	0	999
2020	57	0	0	1068
2020	58	0	0	1125
2020	59	0	0	1186
2020	60	0	0	1204
2020	61	0	0	1171
2020	62	0	0	1097
2020	63	0	0	996
2020	64	0	0	887
2020	65	0	0	787
2020	66	0	0	734
2020	67	0	0	710
2020	68	0	0	706
2020	69	0	0	634
2020	70	0	0	523
2020	71	0	0	504
2020	72	0	0	463
2020	73	0	0	374
2020	74	0	0	301
2020	75	0	0	226
2020	76	0	0	136
2020	77	0	0	53
2020	78	0	0	8
2020	79	0	0	-23
2020	80	0	0	-63
2020	81	0	0	-74
2020	82	0	0	-80
2020	83	0	0	-106
2020	84	0	0	-130
2020	85	0	0	-994
2020	25	0	1	6215
2020	26	0	1	5795
2020	27	0	1	5357
2020	28	0	1	5002
2020	29	0	1	4743
2020	30	0	1	4524
2020	31	0	1	4283
2020	32	0	1	3950
2020	33	0	1	3568
2020	34	0	1	3200
2020	35	0	1	2873
2020	36	0	1	2626
2020	37	0	1	2352
2020	38	0	1	2059
2020	39	0	1	1786
2020	40	0	1	1495
2020	41	0	1	1285
2020	42	0	1	1131
2020	43	0	1	1009
2020	44	0	1	928
2020	45	0	1	855
2020	46	0	1	771
2020	47	0	1	715
2020	48	0	1	648
2020	49	0	1	513
2020	50	0	1	396
2020	51	0	1	374
2020	52	0	1	401
2020	53	0	1	384
2020	54	0	1	371
2020	55	0	1	429
2020	56	0	1	478
2020	57	0	1	477
2020	58	0	1	517
2020	59	0	1	507
2020	60	0	1	456
2020	61	0	1	443
2020	62	0	1	392
2020	63	0	1	404
2020	64	0	1	420
2020	65	0	1	395
2020	66	0	1	339
2020	67	0	1	235
2020	68	0	1	149
2020	69	0	1	102
2020	70	0	1	127
2020	71	0	1	173
2020	72	0	1	175
2020	73	0	1	156
2020	74	0	1	153
2020	75	0	1	139
2020	76	0	1	141
2020	77	0	1	168
2020	78	0	1	170
2020	79	0	1	139
2020	80	0	1	102
2020	81	0	1	83
2020	82	0	1	72
2020	83	0	1	66
2020	84	0	1	56
2020	85	0	1	-140
2020	25	1	0	9951
2020	26	1	0	9639
2020	27	1	0	9132
2020	28	1	0	8589
2020	29	1	0	8124
2020	30	1	0	7648
2020	31	1	0	7116
2020	32	1	0	6546
2020	33	1	0	5915
2020	34	1	0	5316
2020	35	1	0	4755
2020	36	1	0	4287
2020	37	1	0	3911
2020	38	1	0	3598
2020	39	1	0	3387
2020	40	1	0	3150
2020	41	1	0	2844
2020	42	1	0	2514
2020	43	1	0	2197
2020	44	1	0	1963
2020	45	1	0	1808
2020	46	1	0	1698
2020	47	1	0	1559
2020	48	1	0	1386
2020	49	1	0	1214
2020	50	1	0	1017
2020	51	1	0	857
2020	52	1	0	739
2020	53	1	0	628
2020	54	1	0	527
2020	55	1	0	435
2020	56	1	0	405
2020	57	1	0	395
2020	58	1	0	390
2020	59	1	0	362
2020	60	1	0	259
2020	61	1	0	193
2020	62	1	0	208
2020	63	1	0	247
2020	64	1	0	330
2020	65	1	0	381
2020	66	1	0	406
2020	67	1	0	438
2020	68	1	0	444
2020	69	1	0	437
2020	70	1	0	408
2020	71	1	0	396
2020	72	1	0	349
2020	73	1	0	267
2020	74	1	0	191
2020	75	1	0	133
2020	76	1	0	107
2020	77	1	0	89
2020	78	1	0	53
2020	79	1	0	4
2020	80	1	0	-25
2020	81	1	0	-42
2020	82	1	0	-43
2020	83	1	0	-31
2020	84	1	0	-15
2020	85	1	0	-251
2020	25	1	1	9902
2020	26	1	1	9167
2020	27	1	1	8465
2020	28	1	1	7771
2020	29	1	1	7167
2020	30	1	1	6398
2020	31	1	1	5632
2020	32	1	1	4918
2020	33	1	1	4222
2020	34	1	1	3727
2020	35	1	1	3222
2020	36	1	1	2835
2020	37	1	1	2468
2020	38	1	1	2071
2020	39	1	1	1825
2020	40	1	1	1510
2020	41	1	1	1176
2020	42	1	1	881
2020	43	1	1	607
2020	44	1	1	476
2020	45	1	1	420
2020	46	1	1	372
2020	47	1	1	310
2020	48	1	1	250
2020	49	1	1	169
2020	50	1	1	148
2020	51	1	1	169
2020	52	1	1	134
2020	53	1	1	119
2020	54	1	1	15
2020	55	1	1	-62
2020	56	1	1	-9
2020	57	1	1	40
2020	58	1	1	53
2020	59	1	1	15
2020	60	1	1	8
2020	61	1	1	38
2020	62	1	1	44
2020	63	1	1	57
2020	64	1	1	75
2020	65	1	1	55
2020	66	1	1	39
2020	67	1	1	30
2020	68	1	1	17
2020	69	1	1	-8
2020	70	1	1	-9
2020	71	1	1	32
2020	72	1	1	56
2020	73	1	1	63
2020	74	1	1	56
2020	75	1	1	31
2020	76	1	1	34
2020	77	1	1	45
2020	78	1	1	34
2020	79	1	1	26
2020	80	1	1	14
2020	81	1	1	8
2020	82	1	1	-15
2020	83	1	1	-19
2020	84	1	1	-24
2020	85	1	1	-534
2021	25	0	0	12494
2021	26	0	0	12575
2021	27	0	0	12251
2021	28	0	0	11547
2021	29	0	0	10600
2021	30	0	0	9501
2021	31	0	0	8435
2021	32	0	0	7465
2021	33	0	0	6621
2021	34	0	0	5949
2021	35	0	0	5406
2021	36	0	0	5020
2021	37	0	0	4727
2021	38	0	0	4451
2021	39	0	0	4168
2021	40	0	0	3792
2021	41	0	0	3378
2021	42	0	0	2962
2021	43	0	0	2576
2021	44	0	0	2247
2021	45	0	0	1965
2021	46	0	0	1755
2021	47	0	0	1565
2021	48	0	0	1362
2021	49	0	0	1232
2021	50	0	0	1208
2021	51	0	0	1267
2021	52	0	0	1258
2021	53	0	0	1161
2021	54	0	0	1031
2021	55	0	0	963
2021	56	0	0	1011
2021	57	0	0	1079
2021	58	0	0	1139
2021	59	0	0	1199
2021	60	0	0	1217
2021	61	0	0	1183
2021	62	0	0	1107
2021	63	0	0	1004
2021	64	0	0	885
2021	65	0	0	779
2021	66	0	0	725
2021	67	0	0	701
2021	68	0	0	696
2021	69	0	0	629
2021	70	0	0	522
2021	71	0	0	498
2021	72	0	0	453
2021	73	0	0	365
2021	74	0	0	290
2021	75	0	0	214
2021	76	0	0	123
2021	77	0	0	38
2021	78	0	0	-4
2021	79	0	0	-38
2021	80	0	0	-75
2021	81	0	0	-85
2021	82	0	0	-95
2021	83	0	0	-118
2021	84	0	0	-141
2021	85	0	0	-1076
2021	25	0	1	6434
2021	26	0	1	5999
2021	27	0	1	5546
2021	28	0	1	5177
2021	29	0	1	4907
2021	30	0	1	4680
2021	31	0	1	4431
2021	32	0	1	4084
2021	33	0	1	3690
2021	34	0	1	3311
2021	35	0	1	2977
2021	36	0	1	2720
2021	37	0	1	2436
2021	38	0	1	2136
2021	39	0	1	1850
2021	40	0	1	1547
2021	41	0	1	1326
2021	42	0	1	1168
2021	43	0	1	1041
2021	44	0	1	953
2021	45	0	1	873
2021	46	0	1	786
2021	47	0	1	723
2021	48	0	1	654
2021	49	0	1	512
2021	50	0	1	394
2021	51	0	1	369
2021	52	0	1	394
2021	53	0	1	378
2021	54	0	1	364
2021	55	0	1	425
2021	56	0	1	477
2021	57	0	1	474
2021	58	0	1	512
2021	59	0	1	500
2021	60	0	1	453
2021	61	0	1	438
2021	62	0	1	389
2021	63	0	1	403
2021	64	0	1	416
2021	65	0	1	390
2021	66	0	1	331
2021	67	0	1	225
2021	68	0	1	134
2021	69	0	1	85
2021	70	0	1	114
2021	71	0	1	162
2021	72	0	1	163
2021	73	0	1	148
2021	74	0	1	146
2021	75	0	1	135
2021	76	0	1	140
2021	77	0	1	166
2021	78	0	1	168
2021	79	0	1	137
2021	80	0	1	98
2021	81	0	1	79
2021	82	0	1	68
2021	83	0	1	59
2021	84	0	1	53
2021	85	0	1	-200
2021	25	1	0	10154
2021	26	1	0	9824
2021	27	1	0	9308
2021	28	1	0	8752
2021	29	1	0	8275
2021	30	1	0	7797
2021	31	1	0	7259
2021	32	1	0	6673
2021	33	1	0	6034
2021	34	1	0	5424
2021	35	1	0	4861
2021	36	1	0	4387
2021	37	1	0	4001
2021	38	1	0	3681
2021	39	1	0	3466
2021	40	1	0	3227
2021	41	1	0	2914
2021	42	1	0	2571
2021	43	1	0	2248
2021	44	1	0	2005
2021	45	1	0	1851
2021	46	1	0	1738
2021	47	1	0	1595
2021	48	1	0	1419
2021	49	1	0	1237
2021	50	1	0	1036
2021	51	1	0	874
2021	52	1	0	747
2021	53	1	0	631
2021	54	1	0	528
2021	55	1	0	432
2021	56	1	0	401
2021	57	1	0	386
2021	58	1	0	382
2021	59	1	0	353
2021	60	1	0	250
2021	61	1	0	186
2021	62	1	0	199
2021	63	1	0	237
2021	64	1	0	315
2021	65	1	0	365
2021	66	1	0	388
2021	67	1	0	415
2021	68	1	0	429
2021	69	1	0	423
2021	70	1	0	396
2021	71	1	0	384
2021	72	1	0	335
2021	73	1	0	251
2021	74	1	0	176
2021	75	1	0	119
2021	76	1	0	96
2021	77	1	0	78
2021	78	1	0	41
2021	79	1	0	-7
2021	80	1	0	-35
2021	81	1	0	-51
2021	82	1	0	-50
2021	83	1	0	-36
2021	84	1	0	-20
2021	85	1	0	-278
2021	25	1	1	10265
2021	26	1	1	9502
2021	27	1	1	8773
2021	28	1	1	8054
2021	29	1	1	7423
2021	30	1	1	6639
2021	31	1	1	5848
2021	32	1	1	5089
2021	33	1	1	4364
2021	34	1	1	3847
2021	35	1	1	3340
2021	36	1	1	2943
2021	37	1	1	2545
2021	38	1	1	2136
2021	39	1	1	1878
2021	40	1	1	1554
2021	41	1	1	1202
2021	42	1	1	880
2021	43	1	1	602
2021	44	1	1	454
2021	45	1	1	407
2021	46	1	1	364
2021	47	1	1	293
2021	48	1	1	234
2021	49	1	1	142
2021	50	1	1	122
2021	51	1	1	153
2021	52	1	1	113
2021	53	1	1	97
2021	54	1	1	-7
2021	55	1	1	-79
2021	56	1	1	-25
2021	57	1	1	20
2021	58	1	1	32
2021	59	1	1	-5
2021	60	1	1	-9
2021	61	1	1	20
2021	62	1	1	24
2021	63	1	1	41
2021	64	1	1	57
2021	65	1	1	38
2021	66	1	1	24
2021	67	1	1	17
2021	68	1	1	2
2021	69	1	1	-23
2021	70	1	1	-21
2021	71	1	1	23
2021	72	1	1	46
2021	73	1	1	55
2021	74	1	1	48
2021	75	1	1	23
2021	76	1	1	27
2021	77	1	1	40
2021	78	1	1	30
2021	79	1	1	20
2021	80	1	1	9
2021	81	1	1	2
2021	82	1	1	-21
2021	83	1	1	-25
2021	84	1	1	-32
2021	85	1	1	-604
2022	25	0	0	12772
2022	26	0	0	12855
2022	27	0	0	12523
2022	28	0	0	11805
2022	29	0	0	10834
2022	30	0	0	9718
2022	31	0	0	8629
2022	32	0	0	7638
2022	33	0	0	6768
2022	34	0	0	6082
2022	35	0	0	5532
2022	36	0	0	5140
2022	37	0	0	4837
2022	38	0	0	4555
2022	39	0	0	4266
2022	40	0	0	3880
2022	41	0	0	3452
2022	42	0	0	3026
2022	43	0	0	2628
2022	44	0	0	2287
2022	45	0	0	2002
2022	46	0	0	1791
2022	47	0	0	1592
2022	48	0	0	1384
2022	49	0	0	1248
2022	50	0	0	1227
2022	51	0	0	1288
2022	52	0	0	1280
2022	53	0	0	1180
2022	54	0	0	1046
2022	55	0	0	977
2022	56	0	0	1023
2022	57	0	0	1091
2022	58	0	0	1154
2022	59	0	0	1210
2022	60	0	0	1231
2022	61	0	0	1197
2022	62	0	0	1117
2022	63	0	0	1011
2022	64	0	0	883
2022	65	0	0	772
2022	66	0	0	713
2022	67	0	0	691
2022	68	0	0	687
2022	69	0	0	621
2022	70	0	0	522
2022	71	0	0	492
2022	72	0	0	442
2022	73	0	0	356
2022	74	0	0	279
2022	75	0	0	203
2022	76	0	0	111
2022	77	0	0	26
2022	78	0	0	-17
2022	79	0	0	-53
2022	80	0	0	-87
2022	81	0	0	-98
2022	82	0	0	-108
2022	83	0	0	-129
2022	84	0	0	-150
2022	85	0	0	-1150
2022	25	0	1	6652
2022	26	0	1	6202
2022	27	0	1	5735
2022	28	0	1	5353
2022	29	0	1	5069
2022	30	0	1	4835
2022	31	0	1	4578
2022	32	0	1	4219
2022	33	0	1	3810
2022	34	0	1	3422
2022	35	0	1	3080
2022	36	0	1	2817
2022	37	0	1	2524
2022	38	0	1	2215
2022	39	0	1	1916
2022	40	0	1	1600
2022	41	0	1	1367
2022	42	0	1	1202
2022	43	0	1	1076
2022	44	0	1	972
2022	45	0	1	892
2022	46	0	1	801
2022	47	0	1	731
2022	48	0	1	662
2022	49	0	1	512
2022	50	0	1	393
2022	51	0	1	365
2022	52	0	1	387
2022	53	0	1	370
2022	54	0	1	356
2022	55	0	1	422
2022	56	0	1	477
2022	57	0	1	470
2022	58	0	1	507
2022	59	0	1	495
2022	60	0	1	452
2022	61	0	1	433
2022	62	0	1	386
2022	63	0	1	401
2022	64	0	1	411
2022	65	0	1	383
2022	66	0	1	325
2022	67	0	1	214
2022	68	0	1	120
2022	69	0	1	70
2022	70	0	1	99
2022	71	0	1	151
2022	72	0	1	152
2022	73	0	1	141
2022	74	0	1	140
2022	75	0	1	131
2022	76	0	1	138
2022	77	0	1	165
2022	78	0	1	167
2022	79	0	1	135
2022	80	0	1	96
2022	81	0	1	76
2022	82	0	1	63
2022	83	0	1	54
2022	84	0	1	47
2022	85	0	1	-261
2022	25	1	0	10355
2022	26	1	0	10013
2022	27	1	0	9481
2022	28	1	0	8914
2022	29	1	0	8425
2022	30	1	0	7947
2022	31	1	0	7402
2022	32	1	0	6806
2022	33	1	0	6155
2022	34	1	0	5533
2022	35	1	0	4967
2022	36	1	0	4486
2022	37	1	0	4090
2022	38	1	0	3764
2022	39	1	0	3547
2022	40	1	0	3306
2022	41	1	0	2983
2022	42	1	0	2631
2022	43	1	0	2298
2022	44	1	0	2050
2022	45	1	0	1895
2022	46	1	0	1776
2022	47	1	0	1631
2022	48	1	0	1449
2022	49	1	0	1260
2022	50	1	0	1055
2022	51	1	0	888
2022	52	1	0	755
2022	53	1	0	637
2022	54	1	0	527
2022	55	1	0	431
2022	56	1	0	398
2022	57	1	0	378
2022	58	1	0	374
2022	59	1	0	341
2022	60	1	0	241
2022	61	1	0	180
2022	62	1	0	190
2022	63	1	0	226
2022	64	1	0	298
2022	65	1	0	348
2022	66	1	0	368
2022	67	1	0	396
2022	68	1	0	413
2022	69	1	0	411
2022	70	1	0	386
2022	71	1	0	374
2022	72	1	0	320
2022	73	1	0	236
2022	74	1	0	160
2022	75	1	0	105
2022	76	1	0	84
2022	77	1	0	65
2022	78	1	0	30
2022	79	1	0	-19
2022	80	1	0	-48
2022	81	1	0	-60
2022	82	1	0	-59
2022	83	1	0	-43
2022	84	1	0	-25
2022	85	1	0	-306
2022	25	1	1	10631
2022	26	1	1	9839
2022	27	1	1	9079
2022	28	1	1	8337
2022	29	1	1	7674
2022	30	1	1	6885
2022	31	1	1	6066
2022	32	1	1	5261
2022	33	1	1	4508
2022	34	1	1	3970
2022	35	1	1	3459
2022	36	1	1	3050
2022	37	1	1	2625
2022	38	1	1	2200
2022	39	1	1	1929
2022	40	1	1	1600
2022	41	1	1	1226
2022	42	1	1	879
2022	43	1	1	598
2022	44	1	1	437
2022	45	1	1	394
2022	46	1	1	355
2022	47	1	1	275
2022	48	1	1	216
2022	49	1	1	114
2022	50	1	1	97
2022	51	1	1	136
2022	52	1	1	95
2022	53	1	1	75
2022	54	1	1	-31
2022	55	1	1	-98
2022	56	1	1	-41
2022	57	1	1	0
2022	58	1	1	12
2022	59	1	1	-27
2022	60	1	1	-28
2022	61	1	1	1
2022	62	1	1	6
2022	63	1	1	23
2022	64	1	1	39
2022	65	1	1	21
2022	66	1	1	11
2022	67	1	1	4
2022	68	1	1	-13
2022	69	1	1	-40
2022	70	1	1	-34
2022	71	1	1	12
2022	72	1	1	39
2022	73	1	1	47
2022	74	1	1	39
2022	75	1	1	15
2022	76	1	1	20
2022	77	1	1	36
2022	78	1	1	26
2022	79	1	1	15
2022	80	1	1	4
2022	81	1	1	-4
2022	82	1	1	-28
2022	83	1	1	-31
2022	84	1	1	-40
2022	85	1	1	-671
2023	25	0	0	13053
2023	26	0	0	13135
2023	27	0	0	12795
2023	28	0	0	12058
2023	29	0	0	11070
2023	30	0	0	9936
2023	31	0	0	8822
2023	32	0	0	7806
2023	33	0	0	6917
2023	34	0	0	6213
2023	35	0	0	5656
2023	36	0	0	5255
2023	37	0	0	4946
2023	38	0	0	4658
2023	39	0	0	4362
2023	40	0	0	3966
2023	41	0	0	3528
2023	42	0	0	3092
2023	43	0	0	2680
2023	44	0	0	2328
2023	45	0	0	2039
2023	46	0	0	1824
2023	47	0	0	1620
2023	48	0	0	1405
2023	49	0	0	1264
2023	50	0	0	1247
2023	51	0	0	1308
2023	52	0	0	1300
2023	53	0	0	1200
2023	54	0	0	1062
2023	55	0	0	991
2023	56	0	0	1036
2023	57	0	0	1103
2023	58	0	0	1167
2023	59	0	0	1223
2023	60	0	0	1243
2023	61	0	0	1209
2023	62	0	0	1126
2023	63	0	0	1017
2023	64	0	0	882
2023	65	0	0	765
2023	66	0	0	705
2023	67	0	0	682
2023	68	0	0	680
2023	69	0	0	615
2023	70	0	0	519
2023	71	0	0	485
2023	72	0	0	431
2023	73	0	0	348
2023	74	0	0	268
2023	75	0	0	191
2023	76	0	0	99
2023	77	0	0	15
2023	78	0	0	-31
2023	79	0	0	-69
2023	80	0	0	-100
2023	81	0	0	-111
2023	82	0	0	-121
2023	83	0	0	-140
2023	84	0	0	-161
2023	85	0	0	-1223
2023	25	0	1	6867
2023	26	0	1	6405
2023	27	0	1	5924
2023	28	0	1	5529
2023	29	0	1	5233
2023	30	0	1	4995
2023	31	0	1	4726
2023	32	0	1	4356
2023	33	0	1	3932
2023	34	0	1	3533
2023	35	0	1	3187
2023	36	0	1	2911
2023	37	0	1	2609
2023	38	0	1	2291
2023	39	0	1	1978
2023	40	0	1	1651
2023	41	0	1	1408
2023	42	0	1	1238
2023	43	0	1	1108
2023	44	0	1	995
2023	45	0	1	910
2023	46	0	1	816
2023	47	0	1	740
2023	48	0	1	670
2023	49	0	1	512
2023	50	0	1	390
2023	51	0	1	360
2023	52	0	1	377
2023	53	0	1	366
2023	54	0	1	347
2023	55	0	1	418
2023	56	0	1	475
2023	57	0	1	467
2023	58	0	1	502
2023	59	0	1	489
2023	60	0	1	447
2023	61	0	1	429
2023	62	0	1	383
2023	63	0	1	399
2023	64	0	1	405
2023	65	0	1	377
2023	66	0	1	316
2023	67	0	1	204
2023	68	0	1	107
2023	69	0	1	54
2023	70	0	1	86
2023	71	0	1	140
2023	72	0	1	141
2023	73	0	1	132
2023	74	0	1	133
2023	75	0	1	127
2023	76	0	1	136
2023	77	0	1	162
2023	78	0	1	165
2023	79	0	1	132
2023	80	0	1	94
2023	81	0	1	71
2023	82	0	1	58
2023	83	0	1	51
2023	84	0	1	43
2023	85	0	1	-323
2023	25	1	0	10561
2023	26	1	0	10200
2023	27	1	0	9655
2023	28	1	0	9077
2023	29	1	0	8575
2023	30	1	0	8095
2023	31	1	0	7544
2023	32	1	0	6936
2023	33	1	0	6276
2023	34	1	0	5646
2023	35	1	0	5073
2023	36	1	0	4588
2023	37	1	0	4178
2023	38	1	0	3849
2023	39	1	0	3629
2023	40	1	0	3381
2023	41	1	0	3052
2023	42	1	0	2690
2023	43	1	0	2348
2023	44	1	0	2094
2023	45	1	0	1937
2023	46	1	0	1817
2023	47	1	0	1668
2023	48	1	0	1481
2023	49	1	0	1283
2023	50	1	0	1074
2023	51	1	0	905
2023	52	1	0	763
2023	53	1	0	641
2023	54	1	0	528
2023	55	1	0	430
2023	56	1	0	395
2023	57	1	0	371
2023	58	1	0	367
2023	59	1	0	331
2023	60	1	0	233
2023	61	1	0	171
2023	62	1	0	181
2023	63	1	0	215
2023	64	1	0	283
2023	65	1	0	331
2023	66	1	0	351
2023	67	1	0	377
2023	68	1	0	398
2023	69	1	0	395
2023	70	1	0	375
2023	71	1	0	364
2023	72	1	0	302
2023	73	1	0	219
2023	74	1	0	144
2023	75	1	0	91
2023	76	1	0	72
2023	77	1	0	54
2023	78	1	0	19
2023	79	1	0	-31
2023	80	1	0	-58
2023	81	1	0	-70
2023	82	1	0	-68
2023	83	1	0	-49
2023	84	1	0	-29
2023	85	1	0	-330
2023	25	1	1	10993
2023	26	1	1	10176
2023	27	1	1	9388
2023	28	1	1	8621
2023	29	1	1	7928
2023	30	1	1	7126
2023	31	1	1	6283
2023	32	1	1	5432
2023	33	1	1	4651
2023	34	1	1	4093
2023	35	1	1	3580
2023	36	1	1	3160
2023	37	1	1	2703
2023	38	1	1	2269
2023	39	1	1	1982
2023	40	1	1	1643
2023	41	1	1	1252
2023	42	1	1	879
2023	43	1	1	592
2023	44	1	1	417
2023	45	1	1	381
2023	46	1	1	346
2023	47	1	1	258
2023	48	1	1	199
2023	49	1	1	87
2023	50	1	1	72
2023	51	1	1	119
2023	52	1	1	74
2023	53	1	1	53
2023	54	1	1	-54
2023	55	1	1	-117
2023	56	1	1	-58
2023	57	1	1	-21
2023	58	1	1	-10
2023	59	1	1	-46
2023	60	1	1	-47
2023	61	1	1	-17
2023	62	1	1	-16
2023	63	1	1	7
2023	64	1	1	22
2023	65	1	1	4
2023	66	1	1	-2
2023	67	1	1	-10
2023	68	1	1	-26
2023	69	1	1	-56
2023	70	1	1	-49
2023	71	1	1	2
2023	72	1	1	30
2023	73	1	1	40
2023	74	1	1	31
2023	75	1	1	9
2023	76	1	1	15
2023	77	1	1	31
2023	78	1	1	22
2023	79	1	1	9
2023	80	1	1	0
2023	81	1	1	-9
2023	82	1	1	-34
2023	83	1	1	-38
2023	84	1	1	-48
2023	85	1	1	-739
2024	25	0	0	13331
2024	26	0	0	13416
2024	27	0	0	13067
2024	28	0	0	12313
2024	29	0	0	11306
2024	30	0	0	10152
2024	31	0	0	9018
2024	32	0	0	7975
2024	33	0	0	7063
2024	34	0	0	6345
2024	35	0	0	5781
2024	36	0	0	5374
2024	37	0	0	5057
2024	38	0	0	4763
2024	39	0	0	4457
2024	40	0	0	4053
2024	41	0	0	3602
2024	42	0	0	3156
2024	43	0	0	2734
2024	44	0	0	2369
2024	45	0	0	2078
2024	46	0	0	1858
2024	47	0	0	1647
2024	48	0	0	1426
2024	49	0	0	1279
2024	50	0	0	1265
2024	51	0	0	1330
2024	52	0	0	1321
2024	53	0	0	1219
2024	54	0	0	1077
2024	55	0	0	1006
2024	56	0	0	1048
2024	57	0	0	1114
2024	58	0	0	1181
2024	59	0	0	1233
2024	60	0	0	1256
2024	61	0	0	1221
2024	62	0	0	1135
2024	63	0	0	1023
2024	64	0	0	881
2024	65	0	0	760
2024	66	0	0	694
2024	67	0	0	672
2024	68	0	0	671
2024	69	0	0	610
2024	70	0	0	518
2024	71	0	0	479
2024	72	0	0	421
2024	73	0	0	338
2024	74	0	0	258
2024	75	0	0	178
2024	76	0	0	87
2024	77	0	0	2
2024	78	0	0	-43
2024	79	0	0	-84
2024	80	0	0	-115
2024	81	0	0	-121
2024	82	0	0	-136
2024	83	0	0	-153
2024	84	0	0	-171
2024	85	0	0	-1300
2024	25	0	1	7081
2024	26	0	1	6609
2024	27	0	1	6113
2024	28	0	1	5706
2024	29	0	1	5395
2024	30	0	1	5151
2024	31	0	1	4875
2024	32	0	1	4490
2024	33	0	1	4053
2024	34	0	1	3642
2024	35	0	1	3292
2024	36	0	1	3007
2024	37	0	1	2695
2024	38	0	1	2367
2024	39	0	1	2047
2024	40	0	1	1702
2024	41	0	1	1449
2024	42	0	1	1273
2024	43	0	1	1140
2024	44	0	1	1016
2024	45	0	1	928
2024	46	0	1	833
2024	47	0	1	747
2024	48	0	1	677
2024	49	0	1	512
2024	50	0	1	388
2024	51	0	1	355
2024	52	0	1	369
2024	53	0	1	360
2024	54	0	1	341
2024	55	0	1	415
2024	56	0	1	474
2024	57	0	1	465
2024	58	0	1	497
2024	59	0	1	485
2024	60	0	1	444
2024	61	0	1	424
2024	62	0	1	380
2024	63	0	1	396
2024	64	0	1	400
2024	65	0	1	371
2024	66	0	1	309
2024	67	0	1	192
2024	68	0	1	95
2024	69	0	1	39
2024	70	0	1	73
2024	71	0	1	128
2024	72	0	1	130
2024	73	0	1	124
2024	74	0	1	127
2024	75	0	1	122
2024	76	0	1	135
2024	77	0	1	160
2024	78	0	1	163
2024	79	0	1	130
2024	80	0	1	91
2024	81	0	1	68
2024	82	0	1	53
2024	83	0	1	47
2024	84	0	1	40
2024	85	0	1	-385
2024	25	1	0	10762
2024	26	1	0	10389
2024	27	1	0	9831
2024	28	1	0	9236
2024	29	1	0	8724
2024	30	1	0	8245
2024	31	1	0	7688
2024	32	1	0	7067
2024	33	1	0	6394
2024	34	1	0	5756
2024	35	1	0	5181
2024	36	1	0	4687
2024	37	1	0	4268
2024	38	1	0	3934
2024	39	1	0	3706
2024	40	1	0	3458
2024	41	1	0	3121
2024	42	1	0	2748
2024	43	1	0	2398
2024	44	1	0	2136
2024	45	1	0	1979
2024	46	1	0	1859
2024	47	1	0	1704
2024	48	1	0	1513
2024	49	1	0	1308
2024	50	1	0	1093
2024	51	1	0	920
2024	52	1	0	772
2024	53	1	0	647
2024	54	1	0	529
2024	55	1	0	428
2024	56	1	0	389
2024	57	1	0	363
2024	58	1	0	359
2024	59	1	0	321
2024	60	1	0	223
2024	61	1	0	164
2024	62	1	0	169
2024	63	1	0	206
2024	64	1	0	268
2024	65	1	0	315
2024	66	1	0	334
2024	67	1	0	357
2024	68	1	0	382
2024	69	1	0	380
2024	70	1	0	363
2024	71	1	0	353
2024	72	1	0	288
2024	73	1	0	205
2024	74	1	0	129
2024	75	1	0	78
2024	76	1	0	60
2024	77	1	0	42
2024	78	1	0	7
2024	79	1	0	-42
2024	80	1	0	-69
2024	81	1	0	-79
2024	82	1	0	-76
2024	83	1	0	-55
2024	84	1	0	-33
2024	85	1	0	-363
2024	25	1	1	11356
2024	26	1	1	10513
2024	27	1	1	9695
2024	28	1	1	8907
2024	29	1	1	8180
2024	30	1	1	7372
2024	31	1	1	6497
2024	32	1	1	5600
2024	33	1	1	4793
2024	34	1	1	4214
2024	35	1	1	3699
2024	36	1	1	3266
2024	37	1	1	2781
2024	38	1	1	2334
2024	39	1	1	2032
2024	40	1	1	1686
2024	41	1	1	1276
2024	42	1	1	878
2024	43	1	1	587
2024	44	1	1	397
2024	45	1	1	367
2024	46	1	1	338
2024	47	1	1	241
2024	48	1	1	182
2024	49	1	1	58
2024	50	1	1	45
2024	51	1	1	104
2024	52	1	1	54
