variable,fem_mean_wave3,elsa_mean_wave3,p_value_wave3,fem_mean_wave4,elsa_mean_wave4,p_value_wave4,fem_mean_wave5,elsa_mean_wave5,p_value_wave5,fem_mean_wave6,elsa_mean_wave6,p_value_wave6,fem_mean_wave7,elsa_mean_wave7,p_value_wave7,fem_mean_wave8,elsa_mean_wave8,p_value_wave8
"Died",.01172,0,0,.01363,0,0,.01746,.04905,0,.02174,.04107,0,.02682,0,0,.03029,0,0
