variable,fem_mean_wave3,elsa_mean_wave3,p_value_wave3,fem_mean_wave5,elsa_mean_wave5,p_value_wave5,fem_mean_wave8,elsa_mean_wave8,p_value_wave8
"Died",.01172,0,0,.01746,.04905,0,.03029,0,0
