variable,fem_mean_wave3,elsa_mean_wave3,p_value_wave3,fem_mean_wave4,elsa_mean_wave4,p_value_wave4,fem_mean_wave5,elsa_mean_wave5,p_value_wave5,fem_mean_wave6,elsa_mean_wave6,p_value_wave6,fem_mean_wave7,elsa_mean_wave7,p_value_wave7,fem_mean_wave8,elsa_mean_wave8,p_value_wave8
"Working for pay",.34934,.36139,.22793,.30138,.32759,.00303,.252,.26134,.29848,.20528,.2156,.24211,.16617,.17864,.1585,.12572,.13792,.15664
