variable,fem_mean_wave3,elsa_mean_wave3,p_value_wave3,fem_mean_wave5,elsa_mean_wave5,p_value_wave5,fem_mean_wave8,elsa_mean_wave8,p_value_wave8
"Working for pay",.34934,.36139,.22793,.252,.26134,.29848,.12572,.13792,.15664
