|Source: Census projections 2012-2060 and Census estimates 2000-2011. The first line below is a list of variable names that define the cells for migration.  Each subsequent line has the variable values that define each cell followed by the net migration for that cell.  Entries can be space-delimited or tab-delimited.
year	age	male
2035	72	1	-26
2035	73	1	-57
2035	74	1	-163
2035	75	1	-225
2035	76	1	-186
2035	77	1	-192
2035	78	1	-243
2035	79	1	-297
2035	80	1	-318
2035	81	1	-318
2035	82	1	-321
2035	83	1	-296
2035	84	1	-309
2035	85	1	-2653
2036	25	0	24156
2036	26	0	23687
2036	27	0	22684
2036	28	0	21318
2036	29	0	19758
2036	30	0	18161
2036	31	0	16520
2036	32	0	14817
2036	33	0	13255
2036	34	0	11928
2036	35	0	10872
2036	36	0	10053
2036	37	0	9291
2036	38	0	8609
2036	39	0	7866
2036	40	0	7071
2036	41	0	6273
2036	42	0	5468
2036	43	0	4796
2036	44	0	4259
2036	45	0	3846
2036	46	0	3393
2036	47	0	2952
2036	48	0	2559
2036	49	0	2256
2036	50	0	2034
2036	51	0	1915
2036	52	0	1810
2036	53	0	1658
2036	54	0	1591
2036	55	0	1506
2036	56	0	1525
2036	57	0	1610
2036	58	0	1686
2036	59	0	1720
2036	60	0	1613
2036	61	0	1495
2036	62	0	1343
2036	63	0	1173
2036	64	0	1037
2036	65	0	834
2036	66	0	644
2036	67	0	493
2036	68	0	377
2036	69	0	339
2036	70	0	241
2036	71	0	183
2036	72	0	179
2036	73	0	138
2036	74	0	100
2036	75	0	-18
2036	76	0	-83
2036	77	0	-104
2036	78	0	-161
2036	79	0	-220
2036	80	0	-305
2036	81	0	-318
2036	82	0	-317
2036	83	0	-350
2036	84	0	-371
2036	85	0	-4082
2036	25	1	25996
2036	26	1	24435
2036	27	1	22760
2036	28	1	21128
2036	29	1	19604
2036	30	1	18249
2036	31	1	16652
2036	32	1	14699
2036	33	1	12892
2036	34	1	11458
2036	35	1	10311
2036	36	1	9215
2036	37	1	8074
2036	38	1	7259
2036	39	1	6729
2036	40	1	6148
2036	41	1	5305
2036	42	1	4336
2036	43	1	3496
2036	44	1	2987
2036	45	1	2713
2036	46	1	2436
2036	47	1	2049
2036	48	1	1643
2036	49	1	1400
2036	50	1	1103
2036	51	1	827
2036	52	1	581
2036	53	1	378
2036	54	1	288
2036	55	1	68
2036	56	1	-32
2036	57	1	52
2036	58	1	48
2036	59	1	-6
2036	60	1	-188
2036	61	1	-305
2036	62	1	-260
2036	63	1	-219
2036	64	1	-114
2036	65	1	-108
2036	66	1	-99
2036	67	1	-57
2036	68	1	-63
2036	69	1	-29
2036	70	1	-47
2036	71	1	-65
2036	72	1	-66
2036	73	1	-106
2036	74	1	-157
2036	75	1	-252
2036	76	1	-261
2036	77	1	-211
2036	78	1	-258
2036	79	1	-309
2036	80	1	-355
2036	81	1	-371
2036	82	1	-359
2036	83	1	-327
2036	84	1	-303
2036	85	1	-2885
2037	25	0	24286
2037	26	0	23819
2037	27	0	22797
2037	28	0	21421
2037	29	0	19865
2037	30	0	18257
2037	31	0	16600
2037	32	0	14897
2037	33	0	13329
2037	34	0	12013
2037	35	0	10954
2037	36	0	10108
2037	37	0	9370
2037	38	0	8664
2037	39	0	7950
2037	40	0	7126
2037	41	0	6271
2037	42	0	5483
2037	43	0	4817
2037	44	0	4306
2037	45	0	3924
2037	46	0	3504
2037	47	0	2992
2037	48	0	2540
2037	49	0	2271
2037	50	0	2143
2037	51	0	1991
2037	52	0	1836
2037	53	0	1661
2037	54	0	1560
2037	55	0	1584
2037	56	0	1552
2037	57	0	1579
2037	58	0	1668
2037	59	0	1708
2037	60	0	1675
2037	61	0	1480
2037	62	0	1317
2037	63	0	1183
2037	64	0	1001
2037	65	0	828
2037	66	0	597
2037	67	0	436
2037	68	0	339
2037	69	0	281
2037	70	0	279
2037	71	0	170
2037	72	0	98
2037	73	0	101
2037	74	0	68
2037	75	0	-7
2037	76	0	-117
2037	77	0	-163
2037	78	0	-177
2037	79	0	-238
2037	80	0	-305
2037	81	0	-376
2037	82	0	-381
2037	83	0	-385
2037	84	0	-418
2037	85	0	-4326
2037	25	1	26097
2037	26	1	24526
2037	27	1	22824
2037	28	1	21175
2037	29	1	19663
2037	30	1	18277
2037	31	1	16652
2037	32	1	14732
2037	33	1	12939
2037	34	1	11489
2037	35	1	10336
2037	36	1	9237
2037	37	1	8112
2037	38	1	7240
2037	39	1	6697
2037	40	1	6167
2037	41	1	5309
2037	42	1	4305
2037	43	1	3527
2037	44	1	3016
2037	45	1	2757
2037	46	1	2502
2037	47	1	2093
2037	48	1	1646
2037	49	1	1362
2037	50	1	1169
2037	51	1	808
2037	52	1	537
2037	53	1	372
2037	54	1	217
2037	55	1	139
2037	56	1	-33
2037	57	1	-68
2037	58	1	20
2037	59	1	-25
2037	60	1	-128
2037	61	1	-304
2037	62	1	-345
2037	63	1	-227
2037	64	1	-147
2037	65	1	-86
2037	66	1	-137
2037	67	1	-144
2037	68	1	-80
2037	69	1	-70
2037	70	1	-27
2037	71	1	-67
2037	72	1	-115
2037	73	1	-147
2037	74	1	-204
2037	75	1	-246
2037	76	1	-290
2037	77	1	-283
2037	78	1	-275
2037	79	1	-323
2037	80	1	-364
2037	81	1	-407
2037	82	1	-412
2037	83	1	-364
2037	84	1	-332
2037	85	1	-3097
2038	25	0	24410
2038	26	0	23945
2038	27	0	22921
2038	28	0	21529
2038	29	0	19961
2038	30	0	18355
2038	31	0	16692
2038	32	0	14971
2038	33	0	13403
2038	34	0	12084
2038	35	0	11037
2038	36	0	10194
2038	37	0	9427
2038	38	0	8740
2038	39	0	8003
2038	40	0	7202
2038	41	0	6316
2038	42	0	5475
2038	43	0	4825
2038	44	0	4323
2038	45	0	3964
2038	46	0	3575
2038	47	0	3096
2038	48	0	2574
2038	49	0	2249
2038	50	0	2154
2038	51	0	2089
2038	52	0	1903
2038	53	0	1686
2038	54	0	1561
2038	55	0	1553
2038	56	0	1622
2038	57	0	1605
2038	58	0	1643
2038	59	0	1692
2038	60	0	1666
2038	61	0	1541
2038	62	0	1305
2038	63	0	1156
2038	64	0	1007
2038	65	0	793
2038	66	0	586
2038	67	0	390
2038	68	0	284
2038	69	0	247
2038	70	0	223
2038	71	0	207
2038	72	0	90
2038	73	0	26
2038	74	0	33
2038	75	0	-37
2038	76	0	-105
2038	77	0	-194
2038	78	0	-237
2038	79	0	-255
2038	80	0	-323
2038	81	0	-375
2038	82	0	-444
2038	83	0	-448
2038	84	0	-456
2038	85	0	-4590
2038	25	1	26196
2038	26	1	24616
2038	27	1	22905
2038	28	1	21230
2038	29	1	19702
2038	30	1	18334
2038	31	1	16672
2038	32	1	14724
2038	33	1	12965
2038	34	1	11535
2038	35	1	10364
2038	36	1	9259
2038	37	1	8135
2038	38	1	7274
2038	39	1	6677
2038	40	1	6136
2038	41	1	5328
2038	42	1	4302
2038	43	1	3489
2038	44	1	3045
2038	45	1	2788
2038	46	1	2546
2038	47	1	2154
2038	48	1	1680
2038	49	1	1365
2038	50	1	1129
2038	51	1	863
2038	52	1	514
2038	53	1	328
2038	54	1	210
2038	55	1	75
2038	56	1	35
2038	57	1	-73
2038	58	1	-92
2038	59	1	-47
2038	60	1	-142
2038	61	1	-244
2038	62	1	-345
2038	63	1	-308
2038	64	1	-152
2038	65	1	-116
2038	66	1	-113
2038	67	1	-179
2038	68	1	-162
2038	69	1	-82
2038	70	1	-65
2038	71	1	-44
2038	72	1	-118
2038	73	1	-192
2038	74	1	-240
2038	75	1	-291
2038	76	1	-281
2038	77	1	-310
2038	78	1	-345
2038	79	1	-339
2038	80	1	-378
2038	81	1	-419
2038	82	1	-450
2038	83	1	-418
2038	84	1	-372
2038	85	1	-3334
2039	25	0	24530
2039	26	0	24061
2039	27	0	23041
2039	28	0	21644
2039	29	0	20059
2039	30	0	18444
2039	31	0	16778
2039	32	0	15049
2039	33	0	13467
2039	34	0	12152
2039	35	0	11108
2039	36	0	10278
2039	37	0	9509
2039	38	0	8790
2039	39	0	8072
2039	40	0	7247
2039	41	0	6385
2039	42	0	5513
2039	43	0	4810
2039	44	0	4328
2039	45	0	3977
2039	46	0	3610
2039	47	0	3160
2039	48	0	2669
2039	49	0	2282
2039	50	0	2136
2039	51	0	2100
2039	52	0	1992
2039	53	0	1744
2039	54	0	1583
2039	55	0	1555
2039	56	0	1595
2039	57	0	1672
2039	58	0	1667
2039	59	0	1670
2039	60	0	1651
2039	61	0	1535
2039	62	0	1365
2039	63	0	1145
2039	64	0	987
2039	65	0	801
2039	66	0	551
2039	67	0	380
2039	68	0	240
2039	69	0	191
2039	70	0	191
2039	71	0	156
2039	72	0	128
2039	73	0	21
2039	74	0	-37
2039	75	0	-67
2039	76	0	-132
2039	77	0	-179
2039	78	0	-268
2039	79	0	-312
2039	80	0	-341
2039	81	0	-394
2039	82	0	-439
2039	83	0	-516
2039	84	0	-527
2039	85	0	-4874
2039	25	1	26294
2039	26	1	24700
2039	27	1	22983
2039	28	1	21299
2039	29	1	19750
2039	30	1	18367
2039	31	1	16723
2039	32	1	14739
2039	33	1	12951
2039	34	1	11557
2039	35	1	10405
2039	36	1	9288
2039	37	1	8153
2039	38	1	7296
2039	39	1	6715
2039	40	1	6116
2039	41	1	5300
2039	42	1	4316
2039	43	1	3487
2039	44	1	3009
2039	45	1	2816
2039	46	1	2575
2039	47	1	2193
2039	48	1	1738
2039	49	1	1394
2039	50	1	1129
2039	51	1	823
2039	52	1	561
2039	53	1	305
2039	54	1	172
2039	55	1	70
2039	56	1	-24
2039	57	1	-5
2039	58	1	-96
2039	59	1	-156
2039	60	1	-163
2039	61	1	-258
2039	62	1	-286
2039	63	1	-305
2039	64	1	-229
2039	65	1	-117
2039	66	1	-138
2039	67	1	-149
2039	68	1	-194
2039	69	1	-162
2039	70	1	-75
2039	71	1	-81
2039	72	1	-95
2039	73	1	-194
2039	74	1	-283
2039	75	1	-326
2039	76	1	-322
2039	77	1	-302
2039	78	1	-373
2039	79	1	-412
2039	80	1	-395
2039	81	1	-432
2039	82	1	-461
2039	83	1	-459
2039	84	1	-427
2039	85	1	-3587
2040	25	0	24652
2040	26	0	24185
2040	27	0	23151
2040	28	0	21757
2040	29	0	20165
2040	30	0	18532
2040	31	0	16852
2040	32	0	15125
2040	33	0	13538
2040	34	0	12210
2040	35	0	11170
2040	36	0	10346
2040	37	0	9587
2040	38	0	8871
2040	39	0	8117
2040	40	0	7308
2040	41	0	6419
2040	42	0	5570
2040	43	0	4843
2040	44	0	4308
2040	45	0	3980
2040	46	0	3624
2040	47	0	3191
2040	48	0	2726
2040	49	0	2370
2040	50	0	2165
2040	51	0	2082
2040	52	0	2003
2040	53	0	1827
2040	54	0	1637
2040	55	0	1576
2040	56	0	1598
2040	57	0	1649
2040	58	0	1730
2040	59	0	1695
2040	60	0	1634
2040	61	0	1521
2040	62	0	1360
2040	63	0	1206
2040	64	0	973
2040	65	0	779
2040	66	0	561
2040	67	0	345
2040	68	0	233
2040	69	0	149
2040	70	0	137
2040	71	0	128
2040	72	0	79
2040	73	0	60
2040	74	0	-40
2040	75	0	-128
2040	76	0	-161
2040	77	0	-207
2040	78	0	-248
2040	79	0	-348
2040	80	0	-404
2040	81	0	-410
2040	82	0	-459
2040	83	0	-511
2040	84	0	-596
2040	85	0	-5213
2040	25	1	26395
2040	26	1	24788
2040	27	1	23055
2040	28	1	21365
2040	29	1	19815
2040	30	1	18409
2040	31	1	16747
2040	32	1	14783
2040	33	1	12961
2040	34	1	11537
2040	35	1	10427
2040	36	1	9325
2040	37	1	8180
2040	38	1	7314
2040	39	1	6736
2040	40	1	6153
2040	41	1	5278
2040	42	1	4284
2040	43	1	3496
2040	44	1	3005
2040	45	1	2784
2040	46	1	2601
2040	47	1	2222
2040	48	1	1772
2040	49	1	1444
2040	50	1	1154
2040	51	1	820
2040	52	1	521
2040	53	1	350
2040	54	1	150
2040	55	1	30
2040	56	1	-31
2040	57	1	-57
2040	58	1	-31
2040	59	1	-156
2040	60	1	-268
2040	61	1	-276
2040	62	1	-295
2040	63	1	-245
2040	64	1	-223
2040	65	1	-189
2040	66	1	-137
2040	67	1	-173
2040	68	1	-166
2040	69	1	-190
2040	70	1	-151
2040	71	1	-86
2040	72	1	-131
2040	73	1	-173
2040	74	1	-285
2040	75	1	-370
2040	76	1	-359
2040	77	1	-342
2040	78	1	-363
2040	79	1	-436
2040	80	1	-470
2040	81	1	-449
2040	82	1	-473
2040	83	1	-470
2040	84	1	-467
2040	85	1	-3892
2041	25	0	24775
2041	26	0	24302
2041	27	0	23265
2041	28	0	21863
2041	29	0	20269
2041	30	0	18627
2041	31	0	16931
2041	32	0	15192
2041	33	0	13608
2041	34	0	12273
2041	35	0	11225
2041	36	0	10405
2041	37	0	9651
2041	38	0	8948
2041	39	0	8192
2041	40	0	7347
2041	41	0	6473
2041	42	0	5599
2041	43	0	4895
2041	44	0	4334
2041	45	0	3958
2041	46	0	3625
2041	47	0	3202
2041	48	0	2756
2041	49	0	2422
2041	50	0	2244
2041	51	0	2110
2041	52	0	1989
2041	53	0	1836
2041	54	0	1713
2041	55	0	1624
2041	56	0	1620
2041	57	0	1654
2041	58	0	1710
2041	59	0	1755
2041	60	0	1661
2041	61	0	1509
2041	62	0	1347
2041	63	0	1200
2041	64	0	1033
2041	65	0	767
2041	66	0	543
2041	67	0	356
2041	68	0	199
2041	69	0	143
2041	70	0	99
2041	71	0	75
2041	72	0	53
2041	73	0	11
2041	74	0	-2
2041	75	0	-130
2041	76	0	-218
2041	77	0	-233
2041	78	0	-277
2041	79	0	-326
2041	80	0	-438
2041	81	0	-477
2041	82	0	-478
2041	83	0	-531
2041	84	0	-591
2041	85	0	-5587
2041	25	1	26495
2041	26	1	24876
2041	27	1	23132
2041	28	1	21429
2041	29	1	19869
2041	30	1	18460
2041	31	1	16783
2041	32	1	14800
2041	33	1	12996
2041	34	1	11544
2041	35	1	10405
2041	36	1	9349
2041	37	1	8219
2041	38	1	7344
2041	39	1	6756
2041	40	1	6177
2041	41	1	5310
2041	42	1	4260
2041	43	1	3465
2041	44	1	3013
2041	45	1	2780
2041	46	1	2574
2041	47	1	2247
2041	48	1	1798
2041	49	1	1476
2041	50	1	1197
2041	51	1	843
2041	52	1	521
2041	53	1	314
2041	54	1	187
2041	55	1	11
2041	56	1	-65
2041	57	1	-63
2041	58	1	-76
2041	59	1	-90
2041	60	1	-266
2041	61	1	-376
2041	62	1	-313
2041	63	1	-254
2041	64	1	-162
2041	65	1	-184
2041	66	1	-209
2041	67	1	-173
2041	68	1	-187
2041	69	1	-163
2041	70	1	-177
2041	71	1	-162
2041	72	1	-135
2041	73	1	-205
2041	74	1	-263
2041	75	1	-369
2041	76	1	-402
2041	77	1	-376
2041	78	1	-402
2041	79	1	-426
2041	80	1	-496
2041	81	1	-527
2041	82	1	-491
2041	83	1	-482
2041	84	1	-479
2041	85	1	-4198
2042	25	0	24891
2042	26	0	24416
2042	27	0	23378
2042	28	0	21966
2042	29	0	20361
2042	30	0	18717
2042	31	0	17015
2042	32	0	15258
2042	33	0	13663
2042	34	0	12333
2042	35	0	11281
2042	36	0	10455
2042	37	0	9707
2042	38	0	9008
2042	39	0	8266
2042	40	0	7415
2042	41	0	6504
2042	42	0	5643
2042	43	0	4915
2042	44	0	4378
2042	45	0	3981
2042	46	0	3602
2042	47	0	3202
2042	48	0	2761
2042	49	0	2445
2042	50	0	2290
2042	51	0	2181
2042	52	0	2009
2042	53	0	1820
2042	54	0	1720
2042	55	0	1694
2042	56	0	1665
2042	57	0	1674
2042	58	0	1717
2042	59	0	1741
2042	60	0	1716
2042	61	0	1531
2042	62	0	1332
2042	63	0	1190
2042	64	0	1030
2042	65	0	826
2042	66	0	530
2042	67	0	336
2042	68	0	211
2042	69	0	112
2042	70	0	92
2042	71	0	37
2042	72	0	1
2042	73	0	-10
2042	74	0	-45
2042	75	0	-96
2042	76	0	-220
2042	77	0	-290
2042	78	0	-304
2042	79	0	-355
2042	80	0	-414
2042	81	0	-518
2042	82	0	-551
2042	83	0	-553
2042	84	0	-619
2042	85	0	-5948
2042	25	1	26592
2042	26	1	24968
2042	27	1	23208
2042	28	1	21493
2042	29	1	19924
2042	30	1	18508
2042	31	1	16831
2042	32	1	14827
2042	33	1	13006
2042	34	1	11573
2042	35	1	10407
2042	36	1	9320
2042	37	1	8234
2042	38	1	7379
2042	39	1	6780
2042	40	1	6194
2042	41	1	5328
2042	42	1	4287
2042	43	1	3432
2042	44	1	2978
2042	45	1	2783
2042	46	1	2564
2042	47	1	2220
2042	48	1	1823
2042	49	1	1499
2042	50	1	1226
2042	51	1	877
2042	52	1	533
2042	53	1	308
2042	54	1	153
2042	55	1	46
2042	56	1	-83
2042	57	1	-95
2042	58	1	-82
2042	59	1	-136
2042	60	1	-203
2042	61	1	-375
2042	62	1	-408
2042	63	1	-270
2042	64	1	-170
2042	65	1	-122
2042	66	1	-201
2042	67	1	-242
2042	68	1	-182
2042	69	1	-184
2042	70	1	-151
2042	71	1	-183
2042	72	1	-206
2042	73	1	-211
2042	74	1	-296
2042	75	1	-349
2042	76	1	-400
2042	77	1	-420
2042	78	1	-439
2042	79	1	-467
2042	80	1	-485
2042	81	1	-552
2042	82	1	-571
2042	83	1	-504
2042	84	1	-493
2042	85	1	-4517
2043	25	0	25005
2043	26	0	24529
2043	27	0	23487
2043	28	0	22066
2043	29	0	20453
2043	30	0	18800
2043	31	0	17094
2043	32	0	15331
2043	33	0	13718
2043	34	0	12380
2043	35	0	11335
2043	36	0	10505
2043	37	0	9749
2043	38	0	9058
2043	39	0	8316
2043	40	0	7478
2043	41	0	6560
2043	42	0	5666
2043	43	0	4945
2043	44	0	4394
2043	45	0	4020
2043	46	0	3620
2043	47	0	3176
2043	48	0	2755
2043	49	0	2447
2043	50	0	2311
2043	51	0	2226
2043	52	0	2078
2043	53	0	1842
2043	54	0	1702
2043	55	0	1698
2043	56	0	1727
2043	57	0	1714
2043	58	0	1735
2043	59	0	1743
2043	60	0	1701
2043	61	0	1586
2043	62	0	1352
2043	63	0	1173
2043	64	0	1014
2043	65	0	822
2043	66	0	589
2043	67	0	323
2043	68	0	186
2043	69	0	121
2043	70	0	60
2043	71	0	29
2043	72	0	-35
2043	73	0	-61
2043	74	0	-71
2043	75	0	-135
2043	76	0	-186
2043	77	0	-294
2043	78	0	-360
2043	79	0	-381
2043	80	0	-445
2043	81	0	-489
2043	82	0	-593
2043	83	0	-632
2043	84	0	-641
2043	85	0	-6306
2043	25	1	26685
2043	26	1	25051
2043	27	1	23284
2043	28	1	21559
2043	29	1	19979
2043	30	1	18555
2043	31	1	16867
2043	32	1	14862
2043	33	1	13021
2043	34	1	11577
2043	35	1	10432
2043	36	1	9319
2043	37	1	8208
2043	38	1	7390
2043	39	1	6813
2043	40	1	6213
2043	41	1	5340
2043	42	1	4295
2043	43	1	3454
2043	44	1	2942
2043	45	1	2748
2043	46	1	2568
2043	47	1	2210
2043	48	1	1795
2043	49	1	1517
2043	50	1	1244
2043	51	1	901
2043	52	1	562
2043	53	1	317
2043	54	1	146
2043	55	1	12
2043	56	1	-53
2043	57	1	-115
2043	58	1	-112
2043	59	1	-142
2043	60	1	-247
2043	61	1	-314
2043	62	1	-409
2043	63	1	-363
2043	64	1	-186
2043	65	1	-131
2043	66	1	-143
2043	67	1	-233
2043	68	1	-251
2043	69	1	-176
2043	70	1	-169
2043	71	1	-159
2043	72	1	-227
2043	73	1	-279
2043	74	1	-300
2043	75	1	-379
2043	76	1	-380
2043	77	1	-418
2043	78	1	-482
2043	79	1	-504
2043	80	1	-530
2043	81	1	-545
2043	82	1	-599
2043	83	1	-584
2043	84	1	-516
2043	85	1	-4823
2044	25	0	25118
2044	26	0	24643
2044	27	0	23593
2044	28	0	22165
2044	29	0	20542
2044	30	0	18881
2044	31	0	17166
2044	32	0	15399
2044	33	0	13780
2044	34	0	12427
2044	35	0	11374
2044	36	0	10554
2044	37	0	9798
2044	38	0	9095
2044	39	0	8359
2044	40	0	7523
2044	41	0	6618
2044	42	0	5713
2044	43	0	4967
2044	44	0	4421
2044	45	0	4031
2044	46	0	3653
2044	47	0	3188
2044	48	0	2732
2044	49	0	2440
2044	50	0	2313
2044	51	0	2244
2044	52	0	2116
2044	53	0	1900
2044	54	0	1722
2044	55	0	1685
2044	56	0	1730
2044	57	0	1771
2044	58	0	1772
2044	59	0	1761
2044	60	0	1706
2044	61	0	1570
2044	62	0	1404
2044	63	0	1193
2044	64	0	1000
2044	65	0	806
2044	66	0	582
2044	67	0	382
2044	68	0	175
2044	69	0	97
2044	70	0	69
2044	71	0	-2
2044	72	0	-41
2044	73	0	-96
2044	74	0	-117
2044	75	0	-163
2044	76	0	-227
2044	77	0	-256
2044	78	0	-365
2044	79	0	-438
2044	80	0	-474
2044	81	0	-526
2044	82	0	-564
2044	83	0	-678
2044	84	0	-725
2044	85	0	-6661
2044	25	1	26780
2044	26	1	25133
2044	27	1	23357
2044	28	1	21624
2044	29	1	20037
2044	30	1	18601
2044	31	1	16904
2044	32	1	14892
2044	33	1	13049
2044	34	1	11584
2044	35	1	10429
2044	36	1	9340
2044	37	1	8202
2044	38	1	7361
2044	39	1	6821
2044	40	1	6242
2044	41	1	5358
2044	42	1	4298
2044	43	1	3460
2044	44	1	2961
2044	45	1	2716
2044	46	1	2533
2044	47	1	2212
2044	48	1	1781
2044	49	1	1492
2044	50	1	1263
2044	51	1	916
2044	52	1	578
2044	53	1	338
2044	54	1	151
2044	55	1	1
2044	56	1	-86
2044	57	1	-88
2044	58	1	-131
2044	59	1	-172
2044	60	1	-252
2044	61	1	-359
2044	62	1	-350
2044	63	1	-366
2044	64	1	-277
2044	65	1	-143
2044	66	1	-151
2044	67	1	-175
2044	68	1	-242
2044	69	1	-244
2044	70	1	-163
2044	71	1	-175
2044	72	1	-205
2044	73	1	-303
2044	74	1	-369
2044	75	1	-384
2044	76	1	-409
2044	77	1	-397
2044	78	1	-482
2044	79	1	-549
2044	80	1	-565
2044	81	1	-586
2044	82	1	-590
2044	83	1	-616
2044	84	1	-599
2044	85	1	-5133
2045	25	0	25226
2045	26	0	24749
2045	27	0	23694
2045	28	0	22261
2045	29	0	20630
2045	30	0	18961
2045	31	0	17233
2045	32	0	15456
2045	33	0	13836
2045	34	0	12479
2045	35	0	11414
2045	36	0	10586
2045	37	0	9841
2045	38	0	9134
2045	39	0	8391
2045	40	0	7561
2045	41	0	6654
2045	42	0	5759
2045	43	0	5005
2045	44	0	4434
2045	45	0	4054
2045	46	0	3661
2045	47	0	3218
2045	48	0	2741
2045	49	0	2415
2045	50	0	2303
2045	51	0	2245
2045	52	0	2132
2045	53	0	1934
2045	54	0	1774
2045	55	0	1698
2045	56	0	1717
2045	57	0	1775
2045	58	0	1824
2045	59	0	1795
2045	60	0	1723
2045	61	0	1572
2045	62	0	1386
2045	63	0	1240
2045	64	0	1014
2045	65	0	786
2045	66	0	564
2045	67	0	373
2045	68	0	233
2045	69	0	87
2045	70	0	47
2045	71	0	10
2045	72	0	-70
2045	73	0	-99
2045	74	0	-152
2045	75	0	-206
2045	76	0	-254
2045	77	0	-294
2045	78	0	-322
2045	79	0	-447
2045	80	0	-537
2045	81	0	-557
2045	82	0	-602
2045	83	0	-649
2045	84	0	-773
2045	85	0	-7073
2045	25	1	26869
2045	26	1	25216
2045	27	1	23431
2045	28	1	21685
2045	29	1	20090
2045	30	1	18648
2045	31	1	16942
2045	32	1	14916
2045	33	1	13071
2045	34	1	11604
2045	35	1	10432
2045	36	1	9330
2045	37	1	8215
2045	38	1	7351
2045	39	1	6787
2045	40	1	6248
2045	41	1	5375
2045	42	1	4311
2045	43	1	3461
2045	44	1	2965
2045	45	1	2730
2045	46	1	2500
2045	47	1	2178
2045	48	1	1785
2045	49	1	1477
2045	50	1	1237
2045	51	1	930
2045	52	1	590
2045	53	1	352
2045	54	1	171
2045	55	1	7
2045	56	1	-97
2045	57	1	-118
2045	58	1	-108
2045	59	1	-188
2045	60	1	-281
2045	61	1	-365
2045	62	1	-395
2045	63	1	-305
2045	64	1	-278
2045	65	1	-235
2045	66	1	-163
2045	67	1	-182
2045	68	1	-183
2045	69	1	-234
2045	70	1	-227
2045	71	1	-173
2045	72	1	-222
2045	73	1	-278
2045	74	1	-392
2045	75	1	-451
2045	76	1	-414
2045	77	1	-431
2045	78	1	-461
2045	79	1	-549
2045	80	1	-613
2045	81	1	-627
2045	82	1	-636
2045	83	1	-605
2045	84	1	-631
2045	85	1	-5502
2046	25	0	25335
2046	26	0	24854
2046	27	0	23793
2046	28	0	22355
2046	29	0	20717
2046	30	0	19038
2046	31	0	17301
2046	32	0	15514
2046	33	0	13883
2046	34	0	12526
2046	35	0	11458
2046	36	0	10619
2046	37	0	9868
2046	38	0	9173
2046	39	0	8426
2046	40	0	7586
2046	41	0	6682
2046	42	0	5790
2046	43	0	5045
2046	44	0	4469
2046	45	0	4064
2046	46	0	3681
2046	47	0	3224
2046	48	0	2763
2046	49	0	2423
2046	50	0	2282
2046	51	0	2233
2046	52	0	2130
2046	53	0	1944
2046	54	0	1803
2046	55	0	1746
2046	56	0	1728
2046	57	0	1761
2046	58	0	1827
2046	59	0	1845
2046	60	0	1755
2046	61	0	1586
2046	62	0	1387
2046	63	0	1219
2046	64	0	1064
2046	65	0	800
2046	66	0	545
2046	67	0	354
2046	68	0	225
2046	69	0	142
2046	70	0	33
2046	71	0	-16
2046	72	0	-61
2046	73	0	-131
2046	74	0	-153
2046	75	0	-240
2046	76	0	-297
2046	77	0	-328
2046	78	0	-365
2046	79	0	-402
2046	80	0	-546
2046	81	0	-626
2046	82	0	-640
2046	83	0	-689
2046	84	0	-741
2046	85	0	-7528
2046	25	1	26955
2046	26	1	25295
2046	27	1	23502
2046	28	1	21747
2046	29	1	20145
2046	30	1	18695
2046	31	1	16982
2046	32	1	14944
2046	33	1	13088
2046	34	1	11619
2046	35	1	10448
2046	36	1	9329
2046	37	1	8203
2046	38	1	7361
2046	39	1	6778
2046	40	1	6211
2046	41	1	5382
2046	42	1	4328
2046	43	1	3466
2046	44	1	2965
2046	45	1	2731
2046	46	1	2515
2046	47	1	2146
2046	48	1	1745
2046	49	1	1476
2046	50	1	1221
2046	51	1	905
2046	52	1	599
2046	53	1	360
2046	54	1	179
2046	55	1	20
2046	56	1	-95
2046	57	1	-127
2046	58	1	-134
2046	59	1	-164
2046	60	1	-301
2046	61	1	-391
2046	62	1	-401
2046	63	1	-350
2046	64	1	-217
2046	65	1	-235
2046	66	1	-252
2046	67	1	-196
2046	68	1	-190
2046	69	1	-178
2046	70	1	-218
2046	71	1	-233
2046	72	1	-218
2046	73	1	-298
2046	74	1	-368
2046	75	1	-476
2046	76	1	-479
2046	77	1	-434
2046	78	1	-495
2046	79	1	-530
2046	80	1	-615
2046	81	1	-679
2046	82	1	-679
2046	83	1	-652
2046	84	1	-622
2046	85	1	-5875
2047	25	0	25436
2047	26	0	24955
2047	27	0	23895
2047	28	0	22448
2047	29	0	20799
2047	30	0	19113
2047	31	0	17366
2047	32	0	15570
2047	33	0	13929
2047	34	0	12563
2047	35	0	11496
2047	36	0	10657
2047	37	0	9894
2047	38	0	9192
2047	39	0	8457
2047	40	0	7612
2047	41	0	6699
2047	42	0	5811
2047	43	0	5071
2047	44	0	4500
2047	45	0	4096
2047	46	0	3686
2047	47	0	3239
2047	48	0	2768
2047	49	0	2443
2047	50	0	2289
2047	51	0	2213
2047	52	0	2122
2047	53	0	1943
2047	54	0	1811
2047	55	0	1771
2047	56	0	1772
2047	57	0	1776
2047	58	0	1819
2047	59	0	1848
2047	60	0	1799
2047	61	0	1618
2047	62	0	1401
2047	63	0	1221
2047	64	0	1040
2047	65	0	850
2047	66	0	558
2047	67	0	333
2047	68	0	206
2047	69	0	134
2047	70	0	93
2047	71	0	-27
