|Source: Census projections 2012-2060 and Census estimates 2000-2011. The first line below is a list of variable names that define the cells for migration.  Each subsequent line has the variable values that define each cell followed by the net migration for that cell.  Entries can be space-delimited or tab-delimited.
year	age	male
2024	48	0	2103
2024	49	0	1791
2024	50	0	1653
2024	51	0	1685
2024	52	0	1690
2024	53	0	1579
2024	54	0	1418
2024	55	0	1421
2024	56	0	1522
2024	57	0	1579
2024	58	0	1678
2024	59	0	1718
2024	60	0	1700
2024	61	0	1645
2024	62	0	1515
2024	63	0	1419
2024	64	0	1281
2024	65	0	1131
2024	66	0	1003
2024	67	0	864
2024	68	0	766
2024	69	0	649
2024	70	0	591
2024	71	0	607
2024	72	0	551
2024	73	0	462
2024	74	0	385
2024	75	0	300
2024	76	0	222
2024	77	0	162
2024	78	0	120
2024	79	0	46
2024	80	0	-24
2024	81	0	-53
2024	82	0	-83
2024	83	0	-106
2024	84	0	-131
2024	85	0	-1685
2024	25	1	22118
2024	26	1	20902
2024	27	1	19526
2024	28	1	18143
2024	29	1	16904
2024	30	1	15617
2024	31	1	14185
2024	32	1	12667
2024	33	1	11187
2024	34	1	9970
2024	35	1	8880
2024	36	1	7953
2024	37	1	7049
2024	38	1	6268
2024	39	1	5738
2024	40	1	5144
2024	41	1	4397
2024	42	1	3626
2024	43	1	2985
2024	44	1	2533
2024	45	1	2346
2024	46	1	2197
2024	47	1	1945
2024	48	1	1695
2024	49	1	1366
2024	50	1	1138
2024	51	1	1024
2024	52	1	826
2024	53	1	677
2024	54	1	450
2024	55	1	293
2024	56	1	315
2024	57	1	322
2024	58	1	328
2024	59	1	252
2024	60	1	156
2024	61	1	131
2024	62	1	134
2024	63	1	196
2024	64	1	272
2024	65	1	302
2024	66	1	317
2024	67	1	333
2024	68	1	340
2024	69	1	308
2024	70	1	302
2024	71	1	344
2024	72	1	309
2024	73	1	237
2024	74	1	153
2024	75	1	79
2024	76	1	69
2024	77	1	68
2024	78	1	25
2024	79	1	-39
2024	80	1	-75
2024	81	1	-94
2024	82	1	-115
2024	83	1	-99
2024	84	1	-89
2024	85	1	-1162
2025	25	0	20906
2025	26	0	20510
2025	27	0	19638
2025	28	0	18452
2025	29	0	17096
2025	30	0	15677
2025	31	0	14233
2025	32	0	12770
2025	33	0	11385
2025	34	0	10232
2025	35	0	9303
2025	36	0	8593
2025	37	0	7946
2025	38	0	7314
2025	39	0	6665
2025	40	0	5896
2025	41	0	5171
2025	42	0	4530
2025	43	0	3960
2025	44	0	3450
2025	45	0	3063
2025	46	0	2740
2025	47	0	2430
2025	48	0	2133
2025	49	0	1807
2025	50	0	1667
2025	51	0	1704
2025	52	0	1701
2025	53	0	1592
2025	54	0	1425
2025	55	0	1432
2025	56	0	1532
2025	57	0	1588
2025	58	0	1686
2025	59	0	1726
2025	60	0	1709
2025	61	0	1652
2025	62	0	1518
2025	63	0	1424
2025	64	0	1274
2025	65	0	1116
2025	66	0	987
2025	67	0	842
2025	68	0	743
2025	69	0	625
2025	70	0	577
2025	71	0	591
2025	72	0	529
2025	73	0	444
2025	74	0	365
2025	75	0	284
2025	76	0	209
2025	77	0	149
2025	78	0	105
2025	79	0	30
2025	80	0	-38
2025	81	0	-69
2025	82	0	-99
2025	83	0	-121
2025	84	0	-146
2025	85	0	-1816
2025	25	1	22685
2025	26	1	21423
2025	27	1	20006
2025	28	1	18588
2025	29	1	17311
2025	30	1	16012
2025	31	1	14548
2025	32	1	12967
2025	33	1	11453
2025	34	1	10202
2025	35	1	9105
2025	36	1	8162
2025	37	1	7220
2025	38	1	6419
2025	39	1	5870
2025	40	1	5264
2025	41	1	4493
2025	42	1	3685
2025	43	1	3030
2025	44	1	2560
2025	45	1	2377
2025	46	1	2229
2025	47	1	1964
2025	48	1	1710
2025	49	1	1362
2025	50	1	1134
2025	51	1	1021
2025	52	1	816
2025	53	1	659
2025	54	1	429
2025	55	1	270
2025	56	1	295
2025	57	1	296
2025	58	1	301
2025	59	1	221
2025	60	1	130
2025	61	1	106
2025	62	1	104
2025	63	1	169
2025	64	1	240
2025	65	1	269
2025	66	1	283
2025	67	1	300
2025	68	1	310
2025	69	1	281
2025	70	1	276
2025	71	1	324
2025	72	1	286
2025	73	1	214
2025	74	1	128
2025	75	1	57
2025	76	1	51
2025	77	1	52
2025	78	1	9
2025	79	1	-57
2025	80	1	-93
2025	81	1	-108
2025	82	1	-132
2025	83	1	-112
2025	84	1	-100
2025	85	1	-1263
2026	25	0	21399
2026	26	0	20994
2026	27	0	20100
2026	28	0	18881
2026	29	0	17494
2026	30	0	16047
2026	31	0	14575
2026	32	0	13075
2026	33	0	11656
2026	34	0	10476
2026	35	0	9532
2026	36	0	8810
2026	37	0	8142
2026	38	0	7497
2026	39	0	6825
2026	40	0	6038
2026	41	0	5288
2026	42	0	4629
2026	43	0	4045
2026	44	0	3511
2026	45	0	3117
2026	46	0	2787
2026	47	0	2467
2026	48	0	2165
2026	49	0	1822
2026	50	0	1684
2026	51	0	1721
2026	52	0	1713
2026	53	0	1602
2026	54	0	1431
2026	55	0	1446
2026	56	0	1543
2026	57	0	1596
2026	58	0	1695
2026	59	0	1732
2026	60	0	1720
2026	61	0	1657
2026	62	0	1524
2026	63	0	1429
2026	64	0	1266
2026	65	0	1102
2026	66	0	969
2026	67	0	820
2026	68	0	721
2026	69	0	603
2026	70	0	561
2026	71	0	572
2026	72	0	510
2026	73	0	427
2026	74	0	347
2026	75	0	268
2026	76	0	195
2026	77	0	135
2026	78	0	92
2026	79	0	16
2026	80	0	-53
2026	81	0	-83
2026	82	0	-120
2026	83	0	-137
2026	84	0	-162
2026	85	0	-1949
2026	25	1	23248
2026	26	1	21948
2026	27	1	20483
2026	28	1	19029
2026	29	1	17714
2026	30	1	16406
2026	31	1	14906
2026	32	1	13271
2026	33	1	11717
2026	34	1	10434
2026	35	1	9328
2026	36	1	8367
2026	37	1	7388
2026	38	1	6565
2026	39	1	6001
2026	40	1	5385
2026	41	1	4588
2026	42	1	3743
2026	43	1	3074
2026	44	1	2587
2026	45	1	2406
2026	46	1	2261
2026	47	1	1983
2026	48	1	1724
2026	49	1	1357
2026	50	1	1127
2026	51	1	1023
2026	52	1	805
2026	53	1	640
2026	54	1	405
2026	55	1	251
2026	56	1	274
2026	57	1	269
2026	58	1	272
2026	59	1	188
2026	60	1	102
2026	61	1	78
2026	62	1	77
2026	63	1	143
2026	64	1	206
2026	65	1	233
2026	66	1	254
2026	67	1	266
2026	68	1	280
2026	69	1	249
2026	70	1	254
2026	71	1	302
2026	72	1	263
2026	73	1	189
2026	74	1	103
2026	75	1	35
2026	76	1	32
2026	77	1	35
2026	78	1	-7
2026	79	1	-75
2026	80	1	-108
2026	81	1	-124
2026	82	1	-148
2026	83	1	-126
2026	84	1	-112
2026	85	1	-1352
2027	25	0	21896
2027	26	0	21479
2027	27	0	20561
2027	28	0	19310
2027	29	0	17897
2027	30	0	16425
2027	31	0	14916
2027	32	0	13380
2027	33	0	11928
2027	34	0	10718
2027	35	0	9765
2027	36	0	9020
2027	37	0	8336
2027	38	0	7684
2027	39	0	6989
2027	40	0	6177
2027	41	0	5406
2027	42	0	4729
2027	43	0	4131
2027	44	0	3573
2027	45	0	3173
2027	46	0	2835
2027	47	0	2505
2027	48	0	2195
2027	49	0	1834
2027	50	0	1700
2027	51	0	1737
2027	52	0	1723
2027	53	0	1613
2027	54	0	1440
2027	55	0	1459
2027	56	0	1553
2027	57	0	1602
2027	58	0	1704
2027	59	0	1739
2027	60	0	1729
2027	61	0	1664
2027	62	0	1531
2027	63	0	1435
2027	64	0	1260
2027	65	0	1088
2027	66	0	952
2027	67	0	799
2027	68	0	698
2027	69	0	580
2027	70	0	545
2027	71	0	559
2027	72	0	487
2027	73	0	411
2027	74	0	327
2027	75	0	253
2027	76	0	181
2027	77	0	120
2027	78	0	77
2027	79	0	-1
2027	80	0	-68
2027	81	0	-99
2027	82	0	-137
2027	83	0	-153
2027	84	0	-176
2027	85	0	-2091
2027	25	1	23815
2027	26	1	22471
2027	27	1	20966
2027	28	1	19470
2027	29	1	18118
2027	30	1	16798
2027	31	1	15266
2027	32	1	13569
2027	33	1	11976
2027	34	1	10667
2027	35	1	9558
2027	36	1	8579
2027	37	1	7552
2027	38	1	6716
2027	39	1	6134
2027	40	1	5506
2027	41	1	4679
2027	42	1	3801
2027	43	1	3120
2027	44	1	2610
2027	45	1	2433
2027	46	1	2293
2027	47	1	2000
2027	48	1	1738
2027	49	1	1351
2027	50	1	1120
2027	51	1	1021
2027	52	1	793
2027	53	1	624
2027	54	1	379
2027	55	1	231
2027	56	1	253
2027	57	1	239
2027	58	1	245
2027	59	1	157
2027	60	1	70
2027	61	1	57
2027	62	1	46
2027	63	1	117
2027	64	1	171
2027	65	1	201
2027	66	1	220
2027	67	1	232
2027	68	1	250
2027	69	1	221
2027	70	1	227
2027	71	1	279
2027	72	1	240
2027	73	1	168
2027	74	1	80
2027	75	1	15
2027	76	1	15
2027	77	1	18
2027	78	1	-22
2027	79	1	-92
2027	80	1	-125
2027	81	1	-139
2027	82	1	-163
2027	83	1	-138
2027	84	1	-127
2027	85	1	-1460
2028	25	0	22389
2028	26	0	21960
2028	27	0	21019
2028	28	0	19742
2028	29	0	18293
2028	30	0	16799
2028	31	0	15257
2028	32	0	13683
2028	33	0	12199
2028	34	0	10963
2028	35	0	9996
2028	36	0	9230
2028	37	0	8532
2028	38	0	7865
2028	39	0	7148
2028	40	0	6317
2028	41	0	5525
2028	42	0	4829
2028	43	0	4215
2028	44	0	3636
2028	45	0	3229
2028	46	0	2885
2028	47	0	2542
2028	48	0	2224
2028	49	0	1851
2028	50	0	1718
2028	51	0	1753
2028	52	0	1733
2028	53	0	1626
2028	54	0	1449
2028	55	0	1469
2028	56	0	1565
2028	57	0	1610
2028	58	0	1711
2028	59	0	1744
2028	60	0	1741
2028	61	0	1673
2028	62	0	1536
2028	63	0	1439
2028	64	0	1255
2028	65	0	1077
2028	66	0	935
2028	67	0	778
2028	68	0	674
2028	69	0	559
2028	70	0	531
2028	71	0	542
2028	72	0	469
2028	73	0	396
2028	74	0	309
2028	75	0	237
2028	76	0	168
2028	77	0	107
2028	78	0	61
2028	79	0	-17
2028	80	0	-82
2028	81	0	-116
2028	82	0	-155
2028	83	0	-169
2028	84	0	-190
2028	85	0	-2226
2028	25	1	24382
2028	26	1	22994
2028	27	1	21446
2028	28	1	19915
2028	29	1	18521
2028	30	1	17190
2028	31	1	15624
2028	32	1	13867
2028	33	1	12242
2028	34	1	10899
2028	35	1	9782
2028	36	1	8790
2028	37	1	7722
2028	38	1	6866
2028	39	1	6266
2028	40	1	5627
2028	41	1	4774
2028	42	1	3858
2028	43	1	3165
2028	44	1	2635
2028	45	1	2461
2028	46	1	2325
2028	47	1	2020
2028	48	1	1751
2028	49	1	1348
2028	50	1	1113
2028	51	1	1021
2028	52	1	782
2028	53	1	609
2028	54	1	356
2028	55	1	211
2028	56	1	234
2028	57	1	210
2028	58	1	215
2028	59	1	124
2028	60	1	42
2028	61	1	32
2028	62	1	17
2028	63	1	89
2028	64	1	139
2028	65	1	168
2028	66	1	189
2028	67	1	197
2028	68	1	219
2028	69	1	188
2028	70	1	203
2028	71	1	258
2028	72	1	217
2028	73	1	145
2028	74	1	57
2028	75	1	-5
2028	76	1	-4
2028	77	1	3
2028	78	1	-37
2028	79	1	-110
2028	80	1	-140
2028	81	1	-154
2028	82	1	-179
2028	83	1	-151
2028	84	1	-139
2028	85	1	-1553
2029	25	0	22884
2029	26	0	22446
2029	27	0	21479
2029	28	0	20174
2029	29	0	18690
2029	30	0	17172
2029	31	0	15603
2029	32	0	13988
2029	33	0	12468
2029	34	0	11206
2029	35	0	10225
2029	36	0	9447
2029	37	0	8729
2029	38	0	8048
2029	39	0	7311
2029	40	0	6457
2029	41	0	5642
2029	42	0	4930
2029	43	0	4301
2029	44	0	3700
2029	45	0	3285
2029	46	0	2935
2029	47	0	2576
2029	48	0	2252
2029	49	0	1865
2029	50	0	1736
2029	51	0	1772
2029	52	0	1744
2029	53	0	1639
2029	54	0	1455
2029	55	0	1479
2029	56	0	1576
2029	57	0	1619
2029	58	0	1720
2029	59	0	1751
2029	60	0	1750
2029	61	0	1680
2029	62	0	1543
2029	63	0	1444
2029	64	0	1248
2029	65	0	1064
2029	66	0	917
2029	67	0	756
2029	68	0	650
2029	69	0	539
2029	70	0	517
2029	71	0	524
2029	72	0	446
2029	73	0	378
2029	74	0	292
2029	75	0	222
2029	76	0	155
2029	77	0	92
2029	78	0	47
2029	79	0	-33
2029	80	0	-99
2029	81	0	-131
2029	82	0	-174
2029	83	0	-185
2029	84	0	-207
2029	85	0	-2360
2029	25	1	24948
2029	26	1	23517
2029	27	1	21928
2029	28	1	20362
2029	29	1	18927
2029	30	1	17584
2029	31	1	15985
2029	32	1	14171
2029	33	1	12503
2029	34	1	11129
2029	35	1	10012
2029	36	1	8998
2029	37	1	7890
2029	38	1	7015
2029	39	1	6396
2029	40	1	5747
2029	41	1	4867
2029	42	1	3915
2029	43	1	3210
2029	44	1	2661
2029	45	1	2489
2029	46	1	2356
2029	47	1	2040
2029	48	1	1767
2029	49	1	1343
2029	50	1	1106
2029	51	1	1019
2029	52	1	772
2029	53	1	591
2029	54	1	334
2029	55	1	186
2029	56	1	214
2029	57	1	184
2029	58	1	188
2029	59	1	91
2029	60	1	15
2029	61	1	8
2029	62	1	-14
2029	63	1	64
2029	64	1	106
2029	65	1	136
2029	66	1	159
2029	67	1	163
2029	68	1	189
2029	69	1	157
2029	70	1	179
2029	71	1	236
2029	72	1	192
2029	73	1	122
2029	74	1	33
2029	75	1	-27
2029	76	1	-21
2029	77	1	-13
2029	78	1	-53
2029	79	1	-129
2029	80	1	-156
2029	81	1	-169
2029	82	1	-194
2029	83	1	-164
2029	84	1	-152
2029	85	1	-1651
2030	25	0	23376
2030	26	0	22927
2030	27	0	21941
2030	28	0	20609
2030	29	0	19092
2030	30	0	17548
2030	31	0	15943
2030	32	0	14290
2030	33	0	12738
2030	34	0	11451
2030	35	0	10457
2030	36	0	9658
2030	37	0	8926
2030	38	0	8231
2030	39	0	7471
2030	40	0	6598
2030	41	0	5758
2030	42	0	5031
2030	43	0	4387
2030	44	0	3765
2030	45	0	3342
2030	46	0	2983
2030	47	0	2611
2030	48	0	2281
2030	49	0	1884
2030	50	0	1753
2030	51	0	1787
2030	52	0	1756
2030	53	0	1650
2030	54	0	1464
2030	55	0	1492
2030	56	0	1586
2030	57	0	1627
2030	58	0	1728
2030	59	0	1756
2030	60	0	1759
2030	61	0	1685
2030	62	0	1550
2030	63	0	1449
2030	64	0	1242
2030	65	0	1051
2030	66	0	898
2030	67	0	734
2030	68	0	629
2030	69	0	518
2030	70	0	502
2030	71	0	506
2030	72	0	426
2030	73	0	358
2030	74	0	272
2030	75	0	203
2030	76	0	142
2030	77	0	79
2030	78	0	33
2030	79	0	-50
2030	80	0	-113
2030	81	0	-147
2030	82	0	-191
2030	83	0	-201
2030	84	0	-221
2030	85	0	-2502
2030	25	1	25517
2030	26	1	24041
2030	27	1	22406
2030	28	1	20806
2030	29	1	19329
2030	30	1	17977
2030	31	1	16345
2030	32	1	14471
2030	33	1	12766
2030	34	1	11362
2030	35	1	10236
2030	36	1	9205
2030	37	1	8058
2030	38	1	7165
2030	39	1	6528
2030	40	1	5867
2030	41	1	4967
2030	42	1	3974
2030	43	1	3253
2030	44	1	2685
2030	45	1	2520
2030	46	1	2390
2030	47	1	2059
2030	48	1	1783
2030	49	1	1338
2030	50	1	1098
2030	51	1	1018
2030	52	1	759
2030	53	1	575
2030	54	1	311
2030	55	1	168
2030	56	1	192
2030	57	1	156
2030	58	1	159
2030	59	1	60
2030	60	1	-13
2030	61	1	-16
2030	62	1	-42
2030	63	1	35
2030	64	1	74
2030	65	1	101
2030	66	1	127
2030	67	1	129
2030	68	1	159
2030	69	1	127
2030	70	1	153
2030	71	1	216
2030	72	1	169
2030	73	1	102
2030	74	1	10
2030	75	1	-49
2030	76	1	-40
2030	77	1	-30
2030	78	1	-70
2030	79	1	-146
2030	80	1	-173
2030	81	1	-184
2030	82	1	-208
2030	83	1	-176
2030	84	1	-164
2030	85	1	-1751
2031	25	0	23511
2031	26	0	23067
2031	27	0	22078
2031	28	0	20737
2031	29	0	19214
2031	30	0	17649
2031	31	0	16042
2031	32	0	14373
2031	33	0	12846
2031	34	0	11522
2031	35	0	10495
2031	36	0	9713
2031	37	0	8996
2031	38	0	8328
2031	39	0	7609
2031	40	0	6775
2031	41	0	5850
2031	42	0	5035
2031	43	0	4441
2031	44	0	3954
2031	45	0	3477
2031	46	0	3052
2031	47	0	2642
2031	48	0	2247
2031	49	0	2038
2031	50	0	1815
2031	51	0	1741
2031	52	0	1735
2031	53	0	1630
2031	54	0	1570
2031	55	0	1477
2031	56	0	1545
2031	57	0	1638
2031	58	0	1684
2031	59	0	1747
2031	60	0	1708
2031	61	0	1623
2031	62	0	1503
2031	63	0	1381
2031	64	0	1267
2031	65	0	1027
2031	66	0	809
2031	67	0	689
2031	68	0	577
2031	69	0	520
2031	70	0	441
2031	71	0	416
2031	72	0	403
2031	73	0	325
2031	74	0	264
2031	75	0	151
2031	76	0	87
2031	77	0	49
2031	78	0	-2
2031	79	0	-42
2031	80	0	-135
2031	81	0	-178
2031	82	0	-202
2031	83	0	-251
2031	84	0	-266
2031	85	0	-2711
2031	25	1	25564
2031	26	1	24118
2031	27	1	22497
2031	28	1	20882
2031	29	1	19390
2031	30	1	18038
2031	31	1	16418
2031	32	1	14477
2031	33	1	12756
2031	34	1	11401
2031	35	1	10260
2031	36	1	9182
2031	37	1	8123
2031	38	1	7239
2031	39	1	6627
2031	40	1	5997
2031	41	1	5075
2031	42	1	4021
2031	43	1	3224
2031	44	1	2822
2031	45	1	2499
2031	46	1	2338
2031	47	1	2070
2031	48	1	1671
2031	49	1	1504
2031	50	1	1132
2031	51	1	824
2031	52	1	729
2031	53	1	551
2031	54	1	412
2031	55	1	180
2031	56	1	77
2031	57	1	145
2031	58	1	123
2031	59	1	89
2031	60	1	-55
2031	61	1	-128
2031	62	1	-69
2031	63	1	-20
2031	64	1	96
2031	65	1	95
2031	66	1	64
2031	67	1	75
2031	68	1	92
2031	69	1	130
2031	70	1	116
2031	71	1	123
2031	72	1	150
2031	73	1	78
2031	74	1	-4
2031	75	1	-88
2031	76	1	-95
2031	77	1	-70
2031	78	1	-101
2031	79	1	-138
2031	80	1	-203
2031	81	1	-227
2031	82	1	-222
2031	83	1	-212
2031	84	1	-183
2031	85	1	-1902
2032	25	0	23644
2032	26	0	23188
2032	27	0	22204
2032	28	0	20860
2032	29	0	19335
2032	30	0	17761
2032	31	0	16134
2032	32	0	14464
2032	33	0	12913
2032	34	0	11624
2032	35	0	10567
2032	36	0	9747
2032	37	0	9044
2032	38	0	8389
2032	39	0	7698
2032	40	0	6907
2032	41	0	6017
2032	42	0	5110
2032	43	0	4432
2032	44	0	3993
2032	45	0	3652
2032	46	0	3174
2032	47	0	2694
2032	48	0	2266
2032	49	0	2000
2032	50	0	1948
2032	51	0	1798
2032	52	0	1686
2032	53	0	1601
2032	54	0	1542
2032	55	0	1567
2032	56	0	1528
2032	57	0	1597
2032	58	0	1691
2032	59	0	1703
2032	60	0	1697
2032	61	0	1572
2032	62	0	1438
2032	63	0	1333
2032	64	0	1200
2032	65	0	1052
2032	66	0	783
2032	67	0	591
2032	68	0	522
2032	69	0	466
2032	70	0	442
2032	71	0	356
2032	72	0	312
2032	73	0	301
2032	74	0	231
2032	75	0	140
2032	76	0	31
2032	77	0	-6
2032	78	0	-34
2032	79	0	-79
2032	80	0	-125
2032	81	0	-199
2032	82	0	-237
2032	83	0	-264
2032	84	0	-317
2032	85	0	-2959
2032	25	1	25635
2032	26	1	24151
2032	27	1	22556
2032	28	1	20948
2032	29	1	19443
2032	30	1	18084
2032	31	1	16463
2032	32	1	14531
2032	33	1	12743
2032	34	1	11376
2032	35	1	10289
2032	36	1	9194
2032	37	1	8092
2032	38	1	7291
2032	39	1	6677
2032	40	1	6073
2032	41	1	5180
2032	42	1	4101
2032	43	1	3250
2032	44	1	2775
2032	45	1	2614
2032	46	1	2313
2032	47	1	2015
2032	48	1	1675
2032	49	1	1400
2032	50	1	1270
2032	51	1	845
2032	52	1	547
2032	53	1	520
2032	54	1	385
2032	55	1	258
2032	56	1	79
2032	57	1	36
2032	58	1	107
2032	59	1	43
2032	60	1	-40
2032	61	1	-184
2032	62	1	-179
2032	63	1	-49
2032	64	1	35
2032	65	1	108
2032	66	1	50
2032	67	1	8
2032	68	1	37
2032	69	1	68
2032	70	1	115
2032	71	1	84
2032	72	1	60
2032	73	1	55
2032	74	1	-27
2032	75	1	-103
2032	76	1	-133
2032	77	1	-127
2032	78	1	-141
2032	79	1	-168
2032	80	1	-197
2032	81	1	-255
2032	82	1	-265
2032	83	1	-226
2032	84	1	-217
2032	85	1	-2075
2033	25	0	23779
2033	26	0	23321
2033	27	0	22322
2033	28	0	20977
2033	29	0	19444
2033	30	0	17873
2033	31	0	16236
2033	32	0	14544
2033	33	0	13003
2033	34	0	11690
2033	35	0	10665
2033	36	0	9813
2033	37	0	9072
2033	38	0	8434
2033	39	0	7754
2033	40	0	6987
2033	41	0	6138
2033	42	0	5269
2033	43	0	4501
2033	44	0	3984
2033	45	0	3688
2033	46	0	3336
2033	47	0	2805
2033	48	0	2311
2033	49	0	2011
2033	50	0	1910
2033	51	0	1914
2033	52	0	1734
2033	53	0	1560
2033	54	0	1514
2033	55	0	1542
2033	56	0	1604
2033	57	0	1579
2033	58	0	1652
2033	59	0	1705
2033	60	0	1653
2033	61	0	1557
2033	62	0	1388
2033	63	0	1274
2033	64	0	1155
2033	65	0	987
2033	66	0	808
2033	67	0	565
2033	68	0	428
2033	69	0	415
2033	70	0	392
2033	71	0	358
2033	72	0	256
2033	73	0	215
2033	74	0	212
2033	75	0	112
2033	76	0	24
2033	77	0	-59
2033	78	0	-88
2033	79	0	-113
2033	80	0	-163
2033	81	0	-188
2033	82	0	-259
2033	83	0	-297
2033	84	0	-328
2033	85	0	-3252
2033	25	1	25731
2033	26	1	24212
2033	27	1	22580
2033	28	1	21003
2033	29	1	19510
2033	30	1	18137
2033	31	1	16503
2033	32	1	14570
2033	33	1	12791
2033	34	1	11363
2033	35	1	10263
2033	36	1	9218
2033	37	1	8105
2033	38	1	7261
2033	39	1	6726
2033	40	1	6122
2033	41	1	5250
2033	42	1	4196
2033	43	1	3320
2033	44	1	2799
2033	45	1	2569
2033	46	1	2416
2033	47	1	1993
2033	48	1	1622
2033	49	1	1402
2033	50	1	1176
2033	51	1	964
2033	52	1	562
2033	53	1	353
2033	54	1	355
2033	55	1	236
2033	56	1	150
2033	57	1	37
2033	58	1	4
2033	59	1	32
2033	60	1	-81
2033	61	1	-164
2033	62	1	-231
2033	63	1	-157
2033	64	1	10
2033	65	1	50
2033	66	1	64
2033	67	1	-4
2033	68	1	-26
2033	69	1	17
2033	70	1	58
2033	71	1	86
2033	72	1	22
2033	73	1	-31
2033	74	1	-48
2033	75	1	-123
2033	76	1	-148
2033	77	1	-162
2033	78	1	-195
2033	79	1	-210
2033	80	1	-227
2033	81	1	-250
2033	82	1	-297
2033	83	1	-269
2033	84	1	-232
2033	85	1	-2254
2034	25	0	23900
2034	26	0	23449
2034	27	0	22447
2034	28	0	21084
2034	29	0	19550
2034	30	0	17974
2034	31	0	16341
2034	32	0	14638
2034	33	0	13074
2034	34	0	11772
2034	35	0	10729
2034	36	0	9913
2034	37	0	9138
2034	38	0	8456
2034	39	0	7793
2034	40	0	7037
2034	41	0	6211
2034	42	0	5376
2034	43	0	4645
2034	44	0	4043
2034	45	0	3673
2034	46	0	3365
2034	47	0	2949
2034	48	0	2412
2034	49	0	2047
2034	50	0	1922
2034	51	0	1877
2034	52	0	1839
2034	53	0	1595
2034	54	0	1471
2034	55	0	1515
2034	56	0	1584
2034	57	0	1650
2034	58	0	1635
2034	59	0	1674
2034	60	0	1658
2034	61	0	1518
2034	62	0	1377
2034	63	0	1225
2034	64	0	1096
2034	65	0	943
2034	66	0	742
2034	67	0	595
2034	68	0	405
2034	69	0	323
2034	70	0	346
2034	71	0	311
2034	72	0	263
2034	73	0	170
2034	74	0	129
2034	75	0	91
2034	76	0	-1
2034	77	0	-66
2034	78	0	-139
2034	79	0	-163
2034	80	0	-198
2034	81	0	-228
2034	82	0	-242
2034	83	0	-319
2034	84	0	-364
2034	85	0	-3518
2034	25	1	25806
2034	26	1	24296
2034	27	1	22630
2034	28	1	21020
2034	29	1	19557
2034	30	1	18201
2034	31	1	16554
2034	32	1	14603
2034	33	1	12825
2034	34	1	11402
2034	35	1	10242
2034	36	1	9193
2034	37	1	8126
2034	38	1	7270
2034	39	1	6698
2034	40	1	6166
2034	41	1	5294
2034	42	1	4261
2034	43	1	3406
2034	44	1	2861
2034	45	1	2586
2034	46	1	2374
2034	47	1	2087
2034	48	1	1596
2034	49	1	1350
2034	50	1	1176
2034	51	1	877
2034	52	1	665
2034	53	1	362
2034	54	1	205
2034	55	1	204
2034	56	1	127
2034	57	1	100
2034	58	1	3
2034	59	1	-68
2034	60	1	-94
2034	61	1	-203
2034	62	1	-214
2034	63	1	-205
2034	64	1	-92
2034	65	1	28
2034	66	1	11
2034	67	1	12
2034	68	1	-33
2034	69	1	-44
2034	70	1	11
2034	71	1	32
2034	72	1	25
2034	73	1	-63
2034	74	1	-133
2034	75	1	-146
2034	76	1	-166
2034	77	1	-177
2034	78	1	-231
2034	79	1	-260
2034	80	1	-267
2034	81	1	-279
2034	82	1	-291
2034	83	1	-303
2034	84	1	-276
2034	85	1	-2433
2035	25	0	24026
2035	26	0	23567
2035	27	0	22569
2035	28	0	21202
2035	29	0	19652
2035	30	0	18072
2035	31	0	16431
2035	32	0	14732
2035	33	0	13163
2035	34	0	11839
2035	35	0	10807
2035	36	0	9972
2035	37	0	9232
2035	38	0	8515
2035	39	0	7807
2035	40	0	7068
2035	41	0	6253
2035	42	0	5439
2035	43	0	4740
2035	44	0	4172
2035	45	0	3727
2035	46	0	3344
2035	47	0	2971
2035	48	0	2542
2035	49	0	2140
2035	50	0	1953
2035	51	0	1885
2035	52	0	1806
2035	53	0	1693
2035	54	0	1506
2035	55	0	1475
2035	56	0	1558
2035	57	0	1632
2035	58	0	1703
2035	59	0	1657
2035	60	0	1627
2035	61	0	1523
2035	62	0	1338
2035	63	0	1211
2035	64	0	1044
2035	65	0	884
2035	66	0	701
2035	67	0	532
2035	68	0	436
2035	69	0	304
2035	70	0	257
2035	71	0	268
2035	72	0	220
2035	73	0	175
2035	74	0	91
2035	75	0	20
2035	76	0	-18
2035	77	0	-86
2035	78	0	-142
2035	79	0	-219
2035	80	0	-249
2035	81	0	-261
2035	82	0	-289
2035	83	0	-303
2035	84	0	-386
2035	85	0	-3798
2035	25	1	25894
2035	26	1	24358
2035	27	1	22707
2035	28	1	21061
2035	29	1	19569
2035	30	1	18244
2035	31	1	16612
2035	32	1	14647
2035	33	1	12855
2035	34	1	11433
2035	35	1	10286
2035	36	1	9172
2035	37	1	8097
2035	38	1	7288
2035	39	1	6706
2035	40	1	6137
2035	41	1	5337
2035	42	1	4300
2035	43	1	3461
2035	44	1	2937
2035	45	1	2642
2035	46	1	2385
2035	47	1	2042
2035	48	1	1684
2035	49	1	1327
2035	50	1	1126
2035	51	1	879
2035	52	1	582
2035	53	1	453
2035	54	1	207
2035	55	1	65
2035	56	1	98
2035	57	1	82
2035	58	1	63
2035	59	1	-68
2035	60	1	-188
2035	61	1	-215
2035	62	1	-250
2035	63	1	-183
2035	64	1	-134
2035	65	1	-67
2035	66	1	-10
2035	67	1	-39
2035	68	1	-16
2035	69	1	-48
2035	70	1	-47
2035	71	1	-12
