probit
diabe
black,.06566795
hispan,.19152096
hsless,.0858926
college,.0189
male,.11831392
lage65l,.02013226
lage6574,-.00600988
lage75p,-.00377016
lsmoken,-.17051369
lwidowed,-.01378464
fhearte,.05737976
fstroke,.04603722
fcancre,-.01682296
fhibpe,.17752121
flunge,.04119285
fsmokev,.04485797
fsmoken,.21781128
fiadl1,-.0990424
fadl12,.01244178
fadl3,-.08936419
fwidowed,.10952322
fsingle,.01624939
fwork,-.04221122
flogiearnx,-.11121061
fwlth_nonzero,.08135879
floghatotax,-.86793574
flogaime,.15715963
flogq,-.35879888
fshlt,.09884178
fanydb,.03178025
frdb_na_2,.01534288
frdb_na_3,.16413267
frdb_na_4,.05991922
fanydc,-.10513963
flogdcwlthx,1.4554796
llogbmi_l30,.88675042
llogbmi_30p,1.1611676
flogbmi_l30,1.3711953
flogbmi_30p,.02502451
logdeltaage,.37026912
lwork,-.04626636
llogiearnx,.17539646
lwlth_nonzero,-.02929449
lloghatotax,-.95723328
ldiclaim,.11886018
lssiclaim,-.00460689
lssclaim,.05949904
ldbclaim,.01724924
lnhmliv,.31781904
_cons,-11.025842
