| This is a comment (do not remove!)
male	age_elsa	year
1	71	1994	1.1275613679278271
1	72	1994	1.1274897487648288
1	73	1994	1.1274115521361543
1	74	1994	1.1273274046692017
1	75	1994	1.1272336155707061
1	76	1994	1.1271170064889326
1	77	1994	1.1269946207395354
1	78	1994	1.1268570375451779
1	79	1994	1.1267086497499537
1	80	1994	1.126536478570772
1	81	1994	1.1263344728339795
1	82	1994	1.1261049839687094
1	83	1994	1.1258380763132734
1	84	1994	1.1255385223907721
1	85	1994	1.1251980302983378
1	86	1994	1.1248206325214762
1	87	1994	1.1244063512576137
1	88	1994	1.1239443760164953
1	89	1994	1.1234315140853122
1	90	1994	1.1228611696259774
1	91	1994	1.1155753000147568
1	92	1994	1.1083147852746738
1	93	1994	1.101089589474428
1	94	1994	1.0939120490975804
1	95	1994	1.0868023010693493
1	96	1994	1.0797742758642752
1	97	1994	1.0727726009127834
1	98	1994	1.0658484595804651
1	99	1994	1.0590292422251275
1	100	1994	1.0523698098644192
1	50	1995	1.1145985769793612
1	51	1995	1.1146374302750528
1	52	1995	1.1146057142857142
1	53	1995	1.1146521570151575
1	54	1995	1.114609469850263
1	55	1995	1.1145969825165662
1	56	1995	1.1145790413404753
1	57	1995	1.1145572002007025
1	58	1995	1.1145264962148265
1	59	1995	1.11453205178297
1	60	1995	1.1145098414368737
1	61	1995	1.1144782627846541
1	62	1995	1.114447292404085
1	63	1995	1.1144182013534147
1	64	1995	1.1143985599692419
1	65	1995	1.1143644617380026
1	66	1995	1.1143312149757365
1	67	1995	1.1142988262780218
1	68	1995	1.1142523184422124
1	69	1995	1.1142139794879085
1	70	1995	1.1141712132597166
1	71	1995	1.114103883388449
1	72	1995	1.114046703622864
1	73	1995	1.1139809657032949
1	74	1995	1.1139045858772554
1	75	1995	1.1138181768198814
1	76	1995	1.1137152723668708
1	77	1995	1.1136086248982913
1	78	1995	1.1134904626851918
1	79	1995	1.1133543248749769
1	80	1995	1.113200137040101
1	81	1995	1.1130244548596389
1	82	1995	1.1128233536452299
1	83	1995	1.112587703918166
1	84	1995	1.1123226751333612
1	85	1995	1.1120214218158515
1	86	1995	1.1116872128791695
1	87	1995	1.1113199479280496
1	88	1995	1.1109111200332082
1	89	1995	1.1104583004937747
1	90	1995	1.1099540280479487
1	91	1995	1.1034699842435725
1	92	1995	1.0970054824811597
1	93	1995	1.0905678221436321
1	94	1995	1.0841681872864293
1	95	1995	1.0778238100049826
1	96	1995	1.0715492358156509
1	97	1995	1.065292367780655
1	98	1995	1.0591014215406531
1	99	1995	1.052999452679993
1	100	1995	1.047036496514462
1	50	1996	1.1012766816369786
1	51	1996	1.101269474899019
1	52	1996	1.101257142857143
1	53	1996	1.1012652761583972
1	54	1996	1.1012545528126265
1	55	1996	1.1012317022949345
1	56	1996	1.1012223595659938
1	57	1996	1.1011979427997993
1	58	1996	1.101185544922154
1	59	1996	1.10116954494543
1	60	1996	1.1011647095400952
1	61	1996	1.1011320089855967
1	62	1996	1.1011229098010495
1	63	1996	1.1010914026125804
1	64	1996	1.1010642945771656
1	65	1996	1.1010376134889754
1	66	1996	1.1010201168852631
1	67	1996	1.1009901540857763
1	68	1996	1.1009453592622087
1	69	1996	1.100902437291267
1	70	1996	1.1008635804284144
1	71	1996	1.1008162408959667
1	72	1996	1.1007680435437766
1	73	1996	1.1007002556224448
1	74	1996	1.1006408411229112
1	75	1996	1.1005608093248296
1	76	1996	1.1004756057272156
1	77	1996	1.1003808426001267
1	78	1996	1.1002723484421872
1	79	1996	1.1001574365623263
1	80	1996	1.100026739531891
1	81	1996	1.099868288234875
1	82	1996	1.099692803545349
1	83	1996	1.09948718870916
1	84	1996	1.0992564916669338
1	85	1996	1.098992517134832
1	86	1996	1.0987004759748555
1	87	1996	1.0983817786181929
1	88	1996	1.0980241713224135
1	89	1996	1.0976283867938479
1	90	1996	1.09718905367222
1	91	1996	1.0914908150976088
1	92	1996	1.0858050825483683
1	93	1996	1.080139360196829
1	94	1996	1.0745044207013645
1	95	1996	1.0689129154660153
1	96	1996	1.06337956252876
1	97	1996	1.0578581418711193
1	98	1996	1.052390616887714
1	99	1996	1.0469978928811743
1	100	1996	1.0417245403979565
1	50	1997	1.0880557097441592
1	51	1997	1.0880938642046547
1	52	1997	1.0880457142857143
1	53	1997	1.0880943127348102
1	54	1997	1.0880615135572644
1	55	1997	1.0880536108719254
1	56	1997	1.088037357505837
1	57	1997	1.0880268439538383
1	58	1997	1.0879874303670904
1	59	1997	1.0879893725091818
1	60	1997	1.087986989692201
1	61	1997	1.087939919834383
1	62	1997	1.0879409251800316
1	63	1997	1.0879154021601856
1	64	1997	1.087887314097971
1	65	1997	1.0878728923476007
1	66	1997	1.0878442331094786
1	67	1997	1.0878344551371195
1	68	1997	1.0877925347445219
1	69	1997	1.0877566972216302
1	70	1997	1.0877301882888475
1	71	1997	1.0876784590330992
1	72	1997	1.08763550352058
1	73	1997	1.087577748357605
1	74	1997	1.0875285954519975
1	75	1997	1.0874683857488454
1	76	1997	1.0873855398405505
1	77	1997	1.0873056233613598
1	78	1997	1.0872129334794047
1	79	1997	1.087117984812002
1	80	1997	1.0869995738387106
1	81	1997	1.0868659729596872
1	82	1997	1.0867166910073693
1	83	1997	1.0865395278299779
1	84	1997	1.0863399719914906
1	85	1997	1.0861136985746584
1	86	1997	1.0858646734820994
1	87	1997	1.0855880424557438
1	88	1997	1.0852818286367565
1	89	1997	1.0849417729855313
1	90	1997	1.0845635125141313
1	91	1997	1.0796342223893598
1	92	1997	1.0747125483061974
1	93	1997	1.0698042036340183
1	94	1997	1.0649191632983057
1	95	1997	1.0600689205810514
1	96	1997	1.0552652560036027
1	97	1997	1.0504688406612916
1	98	1997	1.045716045621648
1	99	1997	1.0410249841681682
1	100	1997	1.0364339415149024
1	50	1998	1.0750365847504668
1	51	1998	1.0750144258511252
1	52	1998	1.075017142857143
1	53	1998	1.0750528997711275
1	54	1998	1.074989882638608
1	55	1998	1.0750252704878138
1	56	1998	1.0750240351600053
1	57	1998	1.0749811841445058
1	58	1998	1.0749607198971576
1	59	1998	1.0749654867026126
1	60	1998	1.0749527658862077
1	61	1998	1.074924018852134
1	62	1998	1.0749216811098905
